Msg ID;Time Stamp; PTU VAR 1 ; PTU VAR 2 ; PTU VAR 3 ; PTU VAR 4 ; PTU VAR 5 ; PTU VAR 6 ; PTU VAR 7 ; PTU VAR 8 ; PTU VAR 9 ; PTU VAR 10 ; PTU VAR 11 ; PTU VAR 12 ; PTU VAR 13 ; PTU VAR 14 ; PTU VAR 15 ; PTU VAR 16 ; PTU VAR 17 ; PTU VAR 18 ; PTU VAR 19 ; PTU VAR 20 ; PTU VAR 21 ; PTU VAR 22 ; PTU VAR 23 ; PTU VAR 24 ; PTU VAR 25 ; PTU VAR 26 ; PTU VAR 27 ; PTU VAR 28 ; PTU VAR 29 ; PTU VAR 30 ; PTU VAR 31 ; PTU VAR 32 ; PTU VAR 33 ; PTU VAR 34 ; PTU VAR 35 ; PTU VAR 36 ; PTU VAR 37 ; PTU VAR 38 ; PTU VAR 39 ; PTU VAR 40 ; PTU VAR 41 ; PTU VAR 42 ; PTU VAR 43 ; PTU VAR 44 ; PTU VAR 45 ; PTU VAR 46 ; PTU VAR 47 ; PTU VAR 48 ; PTU VAR 49 ; PTU VAR 50 ; PTU VAR 51 ; PTU VAR 52 ; PTU VAR 53 ; PTU VAR 54 ; PTU VAR 55 ; PTU VAR 56 ; PTU VAR 57 ; PTU VAR 58 ; PTU VAR 59 ; PTU VAR 60 ; PTU VAR 61 ; PTU VAR 62 ; PTU VAR 63 ; PTU VAR 64 ; PTU VAR 65 ; PTU VAR 66 ; PTU VAR 67 ; PTU VAR 68 ; PTU VAR 69 ; PTU VAR 70 ; PTU VAR 71 ; PTU VAR 72 ; PTU VAR 73 ; PTU VAR 74 ; PTU VAR 75 ; PTU VAR 76 ; PTU VAR 77 ; PTU VAR 78 ; PTU VAR 79 ; PTU VAR 80 
;;Distance To Station                     ;Actual Acceleration                     ;Command Acceleration                    ;Actual Speed                            ;Command Speed                           ;Tractive Effort Request                 ;RATO Database: PM Accel Rate            ;RATO Database: PM Cruise Speed          ;RATO Database: PM Decel Rate            ;RATO Database: PM Coast Level           ;Command State                           ;PI-Speed Error                          ;Station Target Speed                    ;Reference Velocity                      ;Target Acceleration                     ;SSP - Safe_Speed                        ;SSP - Warning Speed                     ;Operating Mode                          ;Next Platform ID                        ;Head VO Packed                          ;Head Footprint Packed                   ;Remote Head FP Packed                   ;Tail Footprint Packed                   ;Tail VO Packed                          ;Remote Tail FP Packed                   ;Controlling ATC                         ;VATC Craddle Index                      ;Train Operator Mode Selection           ;PM Cruise Speed                         ;Distance To Station MET                 ;Occupied Berths                         ;Debug  0                                ;Debug  1                                ;Debug  2                                ;Debug  3                                ;Debug  4                                ;Debug  5                                ;Debug  6                                ;Debug  7                                ;Debug  8                                ;Debug 9                                 ;Debug 10                                ;Debug 11                                ;Debug 12                                ;Debug 13                                ;Debug 14                                ;Debug 15                                ;Debug 16                                ;Debug 17                                ;Debug 18                                ;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;Debug 19                                ;Change Speed Acceleration               ;Flarein Acceleration                    ;---;---;---;---;---;---;---;---;---;---;---;---
819;13 Nov 2018 12:21:03:0308;1779.7;2.553;2.24;43.72;42.3;11510;100;60;100;0;SPEED_MAINT;-1.42;60;47.85;2.24;50.95;47.85;UTO_MODE;81;10650077.5;10231689.3;0;10231249.5;10231237.2;0;VERDADERO;VATC_B;NO REQ;60;542.8;0x0;-50;0;100;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1796;;;;;;;;;;;;;;;;0;2.24;2.25;;;;;;;;;;;;
820;13 Nov 2018 12:21:03:0368;1775.7;2.252;2.24;43.87;42.44;11465;100;60;100;0;SPEED_MAINT;-1.43;60;47.85;2.24;50.95;47.85;UTO_MODE;81;10650077.5;10231693.4;0;10231253.4;10231241.1;0;VERDADERO;VATC_B;NO REQ;60;541.5;0x0;-50;0;100;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1796;;;;;;;;;;;;;;;;0;2.24;2.25;;;;;;;;;;;;
821;13 Nov 2018 12:21:03:0468;1767.6;2.452;2.24;43.98;42.72;12216;100;60;100;0;SPEED_MAINT;-1.26;60;47.85;2.24;50.95;47.85;UTO_MODE;81;10650077.5;10231701.8;0;10231261.2;10231248.9;0;VERDADERO;VATC_B;NO REQ;60;539.1;0x0;-38;0;100;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1796;;;;;;;;;;;;;;;;0;2.24;2.25;;;;;;;;;;;;
822;13 Nov 2018 12:21:03:0528;1767.6;2.452;2.24;43.98;42.72;12216;100;60;100;0;SPEED_MAINT;-1.26;60;47.85;2.24;50.95;47.85;UTO_MODE;81;10650077.5;10231701.8;0;10231261.2;10231248.9;0;VERDADERO;VATC_B;NO REQ;60;539.1;0x0;-38;0;100;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1796;;;;;;;;;;;;;;;;0;2.24;2.25;;;;;;;;;;;;
823;13 Nov 2018 12:21:03:0588;1761.5;2.25;2.24;44.28;42.93;11811;100;60;100;0;SPEED_MAINT;-1.35;60;47.85;2.24;50.95;47.85;UTO_MODE;81;10650077.5;10231708;0;10231267.2;10231254.9;0;VERDADERO;VATC_B;NO REQ;60;537.2;0x0;-38;0;100;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1796;;;;;;;;;;;;;;;;0;2.24;2.25;;;;;;;;;;;;
824;13 Nov 2018 12:21:03:0658;1755.4;2.101;2.24;44.25;43.14;12927;100;60;100;0;SPEED_MAINT;-1.1;60;47.85;2.24;50.95;47.85;UTO_MODE;81;10650077.5;10231714.2;0;10231273;10231260.7;0;VERDADERO;VATC_B;NO REQ;60;535.3;0x0;-25;0;100;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1796;;;;;;;;;;;;;;;;0;2.24;2.25;;;;;;;;;;;;
825;13 Nov 2018 12:21:03:0708;1755.4;2.101;2.24;44.25;43.14;12927;100;60;100;0;SPEED_MAINT;-1.1;60;47.85;2.24;50.95;47.85;UTO_MODE;81;10650077.5;10231714.2;0;10231273;10231260.7;0;VERDADERO;VATC_B;NO REQ;60;535.3;0x0;-25;0;100;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1796;;;;;;;;;;;;;;;;0;2.24;2.25;;;;;;;;;;;;
826;13 Nov 2018 12:21:03:0778;1749.3;2.201;2.24;44.66;43.35;12014;100;60;100;0;SPEED_MAINT;-1.31;60;47.85;2.24;50.95;47.85;UTO_MODE;81;10650077.5;10231720.6;0;10231279;10231266.7;0;VERDADERO;VATC_B;NO REQ;60;533.5;0x0;-25;0;100;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1800;;;;;;;;;;;;;;;;0;2.24;2.25;;;;;;;;;;;;
827;13 Nov 2018 12:21:03:0848;1743.1;2.753;2.24;45;43.56;11438;100;60;100;0;SPEED_MAINT;-1.44;60;47.85;2.24;50.95;47.85;UTO_MODE;81;10650077.5;10231727;0;10231285;10231272.7;0;VERDADERO;VATC_B;NO REQ;60;531.6;0x0;-1;0;100;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1800;;;;;;;;;;;;;;;;0;2.24;2.25;;;;;;;;;;;;
828;13 Nov 2018 12:21:03:0918;1743.1;2.753;2.24;45;43.56;11438;100;60;100;0;SPEED_MAINT;-1.44;60;47.85;2.24;50.95;47.85;UTO_MODE;81;10650077.5;10231727;0;10231285;10231272.7;0;VERDADERO;VATC_B;NO REQ;60;531.6;0x0;-1;0;100;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1800;;;;;;;;;;;;;;;;0;2.24;2.25;;;;;;;;;;;;
829;13 Nov 2018 12:21:03:0978;1734.8;2.152;2.24;45.15;43.84;12023;100;60;100;0;SPEED_MAINT;-1.31;60;47.85;2.24;50.95;47.85;UTO_MODE;81;10650077.5;10231735.4;0;10231293;10231280.7;0;VERDADERO;VATC_B;NO REQ;60;529.1;0x0;-1;0;100;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1800;;;;;;;;;;;;;;;;0;2.24;2.25;;;;;;;;;;;;
830;13 Nov 2018 12:21:04:0058;1728.5;2.252;2.24;45.48;44.05;11447;100;60;100;0;SPEED_MAINT;-1.43;60;47.85;2.24;50.95;47.85;UTO_MODE;81;10650077.5;10231741.9;0;10231299.1;10231286.8;0;VERDADERO;VATC_B;NO REQ;60;527.1;0x0;0;0;100;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1800;;;;;;;;;;;;;;;;0;2.24;2.25;;;;;;;;;;;;
831;13 Nov 2018 12:21:04:0138;1724.3;2.201;2.24;45.52;44.19;11910;100;60;100;0;SPEED_MAINT;-1.33;60;47.85;2.24;50.95;47.85;UTO_MODE;81;10650077.5;10231746.3;0;10231303.1;10231290.8;0;VERDADERO;VATC_B;NO REQ;60;525.9;0x0;0;0;100;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1800;;;;;;;;;;;;;;;;0;2.24;2.25;;;;;;;;;;;;
832;13 Nov 2018 12:21:04:0198;1724.3;2.201;2.24;45.52;44.19;11910;100;60;100;0;SPEED_MAINT;-1.33;60;47.85;2.24;50.95;47.85;UTO_MODE;81;10650077.5;10231746.3;0;10231303.1;10231290.8;0;VERDADERO;VATC_B;NO REQ;60;525.9;0x0;0;0;100;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1800;;;;;;;;;;;;;;;;0;2.24;2.25;;;;;;;;;;;;
833;13 Nov 2018 12:21:04:0258;1715.9;2.201;2.13;45.78;44.46;11096;100;60;100;0;SPEED_MAINT;-1.32;60;47.85;2.13;50.95;47.85;UTO_MODE;81;10650077.5;10231754.9;0;10231311.3;10231299;0;VERDADERO;VATC_B;NO REQ;60;523.3;0x0;0;0;100;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1800;;;;;;;;;;;;;;;;0;2.13;2.25;;;;;;;;;;;;
834;13 Nov 2018 12:21:04:0348;1709.6;2.35;2.09;46.05;44.66;10483;100;60;100;0;SPEED_MAINT;-1.39;60;47.85;2.09;50.95;47.85;UTO_MODE;81;10650077.5;10231761.4;0;10231317.4;10231305.1;0;VERDADERO;VATC_B;NO REQ;60;521.4;0x0;0;0;100;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1800;;;;;;;;;;;;;;;;0;2.09;2.25;;;;;;;;;;;;
835;13 Nov 2018 12:21:04:0438;1703.3;2.25;2.02;46.05;44.85;10783;100;60;100;0;SPEED_MAINT;-1.2;60;47.85;2.02;50.95;47.85;UTO_MODE;81;10650077.5;10231767.9;0;10231323.5;10231311.2;0;VERDADERO;VATC_B;NO REQ;60;519.5;0x0;0;0;100;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1800;;;;;;;;;;;;;;;;0;2.02;2.25;;;;;;;;;;;;
836;13 Nov 2018 12:21:04:0488;1703.3;2.25;2.02;46.05;44.85;10783;100;60;100;0;SPEED_MAINT;-1.2;60;47.85;2.02;50.95;47.85;UTO_MODE;81;10650077.5;10231767.9;0;10231323.5;10231311.2;0;VERDADERO;VATC_B;NO REQ;60;519.5;0x0;0;0;100;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1800;;;;;;;;;;;;;;;;0;2.02;2.25;;;;;;;;;;;;
837;13 Nov 2018 12:21:04:0558;1696.9;2.102;1.95;46.46;45.04;9188;100;60;100;0;SPEED_MAINT;-1.43;60;47.85;1.95;50.95;47.85;UTO_MODE;81;10650077.5;10231774.5;0;10231329.7;10231317.5;0;VERDADERO;VATC_B;NO REQ;60;517.5;0x0;0;0;100;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1800;;;;;;;;;;;;;;;;0;1.95;2.25;;;;;;;;;;;;
838;13 Nov 2018 12:21:04:0628;1690.5;1.901;1.88;46.42;45.21;9604;100;60;100;0;SPEED_MAINT;-1.21;60;47.85;1.88;50.95;47.85;UTO_MODE;81;10650077.5;10231781.1;0;10231335.9;10231323.7;0;VERDADERO;VATC_B;NO REQ;60;515.6;0x0;0;0;100;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1800;;;;;;;;;;;;;;;;0;1.88;2.25;;;;;;;;;;;;
839;13 Nov 2018 12:21:04:0738;1684;2.301;1.83;46.84;45.39;8129;100;60;100;0;SPEED_MAINT;-1.45;60;47.85;1.83;50.95;47.85;UTO_MODE;81;10650077.5;10231787.7;0;10231342.1;10231329.9;0;VERDADERO;VATC_B;NO REQ;60;513.6;0x0;0;0;100;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1800;;;;;;;;;;;;;;;;0;1.83;2.25;;;;;;;;;;;;
840;13 Nov 2018 12:21:04:0828;1677.6;1.801;1.76;46.91;45.56;7983;100;60;100;0;SPEED_MAINT;-1.36;60;47.85;1.76;50.95;47.85;UTO_MODE;81;10650077.5;10231794.4;0;10231348.4;10231336.2;0;VERDADERO;VATC_B;NO REQ;60;511.6;0x0;0;0;100;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1804;;;;;;;;;;;;;;;;0;1.76;2.25;;;;;;;;;;;;
841;13 Nov 2018 12:21:04:0878;1677.6;1.801;1.76;46.91;45.56;7983;100;60;100;0;SPEED_MAINT;-1.36;60;47.85;1.76;50.95;47.85;UTO_MODE;81;10650077.5;10231794.4;0;10231348.4;10231336.2;0;VERDADERO;VATC_B;NO REQ;60;511.6;0x0;0;0;100;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1804;;;;;;;;;;;;;;;;0;1.76;2.25;;;;;;;;;;;;
842;13 Nov 2018 12:21:04:0948;1671.1;2.201;1.7;47.14;45.72;7215;100;60;100;0;SPEED_MAINT;-1.42;60;47.85;1.7;50.85;47.85;UTO_MODE;81;10650077.5;10231801;0;10231354.8;10231342.6;0;VERDADERO;VATC_B;NO REQ;60;509.6;0x0;0;0;100;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1804;;;;;;;;;;;;;;;;0;1.7;2.25;;;;;;;;;;;;
843;13 Nov 2018 12:21:05:0028;1662.4;1.801;1.62;47.44;45.92;6156;100;60;100;0;SPEED_MAINT;-1.51;60;47.85;1.62;50.45;47.85;UTO_MODE;81;10650077.5;10231809.9;0;10231363.1;10231350.8;0;VERDADERO;VATC_B;NO REQ;60;507;0x0;0;0;100;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1804;;;;;;;;;;;;;;;;0;1.62;2.25;;;;;;;;;;;;
844;13 Nov 2018 12:21:05:0088;1662.4;1.801;1.62;47.44;45.92;6156;100;60;100;0;SPEED_MAINT;-1.51;60;47.85;1.62;50.45;47.85;UTO_MODE;81;10650077.5;10231809.9;0;10231363.1;10231350.8;0;VERDADERO;VATC_B;NO REQ;60;507;0x0;0;0;100;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1804;;;;;;;;;;;;;;;;0;1.62;2.25;;;;;;;;;;;;
845;13 Nov 2018 12:21:05:0148;1656.5;1.82;1.55;47.34;46.07;6703;100;60;100;0;SPEED_MAINT;-1.27;60;47.85;1.55;50.65;47.85;UTO_MODE;81;10650077.5;10231806.4;0;10231378.4;10231366.1;0;VERDADERO;VATC_B;NO REQ;60;505.2;0x0;0;0;100;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1804;;;;;;;;;;;;;;;;0;1.55;2.25;;;;;;;;;;;;
846;13 Nov 2018 12:21:05:0218;1650;1.368;1.49;47.34;46.21;6862;100;60;100;0;SPEED_MAINT;-1.12;60;47.85;1.49;50.45;47.85;UTO_MODE;81;10650077.5;10231813.1;0;10231384.7;10231372.4;0;VERDADERO;VATC_B;NO REQ;60;503.2;0x0;0;0;100;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1804;;;;;;;;;;;;;;;;0;1.49;2.25;;;;;;;;;;;;
847;13 Nov 2018 12:21:05:0268;1650;1.368;1.49;47.34;46.21;6862;100;60;100;0;SPEED_MAINT;-1.12;60;47.85;1.49;50.45;47.85;UTO_MODE;81;10650077.5;10231813.1;0;10231384.7;10231372.4;0;VERDADERO;VATC_B;NO REQ;60;503.2;0x0;0;0;100;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1804;;;;;;;;;;;;;;;;0;1.49;2.25;;;;;;;;;;;;
848;13 Nov 2018 12:21:05:0338;1643.5;1.468;1.42;47.45;46.35;6401;100;60;100;0;SPEED_MAINT;-1.1;60;47.85;1.42;50.25;47.85;UTO_MODE;81;10650077.5;10231819.8;0;10231391;10231378.7;0;VERDADERO;VATC_B;NO REQ;60;501.2;0x0;0;0;100;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1804;;;;;;;;;;;;;;;;0;1.42;2.25;;;;;;;;;;;;
849;13 Nov 2018 12:21:05:0408;1636.9;1.569;1.37;47.82;46.48;4894;100;60;100;0;SPEED_MAINT;-1.35;60;47.85;1.37;50.06;47.85;UTO_MODE;81;10650077.5;10231826.6;0;10231397.4;10231385.1;0;VERDADERO;VATC_B;NO REQ;60;499.2;0x0;0;0;100;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1804;;;;;;;;;;;;;;;;0;1.37;2.25;;;;;;;;;;;;
850;13 Nov 2018 12:21:05:0478;1636.9;1.569;1.37;47.82;46.48;4894;100;60;100;0;SPEED_MAINT;-1.35;60;47.85;1.37;50.06;47.85;UTO_MODE;81;10650077.5;10231826.6;0;10231397.4;10231385.1;0;VERDADERO;VATC_B;NO REQ;60;499.2;0x0;0;0;100;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1804;;;;;;;;;;;;;;;;0;1.37;2.25;;;;;;;;;;;;
851;13 Nov 2018 12:21:05:0538;1628.1;1.269;1.27;47.86;46.64;4657;100;60;100;0;SPEED_MAINT;-1.22;60;47.85;1.27;49.86;47.85;UTO_MODE;81;10650077.5;10231835.7;0;10231405.9;10231393.6;0;VERDADERO;VATC_B;NO REQ;60;496.5;0x0;0;0;100;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1804;;;;;;;;;;;;;;;;0;1.27;2.25;;;;;;;;;;;;
852;13 Nov 2018 12:21:05:0628;1621.5;1.169;1.21;47.86;46.76;4703;100;60;100;0;SPEED_MAINT;-1.11;60;47.85;1.21;49.71;47.85;UTO_MODE;81;10650077.5;10231842.5;0;10231412.3;10231400;0;VERDADERO;VATC_B;NO REQ;60;494.5;0x0;0;0;100;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1804;;;;;;;;;;;;;;;;0;1.21;2.25;;;;;;;;;;;;
853;13 Nov 2018 12:21:05:0688;1621.5;1.169;1.21;47.86;46.76;4703;100;60;100;0;SPEED_MAINT;-1.11;60;47.85;1.21;49.71;47.85;UTO_MODE;81;10650077.5;10231842.5;0;10231412.3;10231400;0;VERDADERO;VATC_B;NO REQ;60;494.5;0x0;0;0;100;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1804;;;;;;;;;;;;;;;;0;1.21;2.25;;;;;;;;;;;;
854;13 Nov 2018 12:21:05:0758;1614.9;1.318;1.16;48.31;46.87;2773;100;60;100;0;SPEED_MAINT;-1.45;60;47.85;1.16;49.71;47.85;UTO_MODE;81;10650077.5;10231849.3;0;10231418.7;10231406.4;0;VERDADERO;VATC_B;NO REQ;60;492.5;0x0;0;0;100;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1804;;;;;;;;;;;;;;;;0;1.16;2.25;;;;;;;;;;;;
855;13 Nov 2018 12:21:05:0828;1606;1.301;1.07;48.31;47;2674;100;60;100;0;SPEED_MAINT;-1.31;60;47.85;1.07;49.71;47.85;UTO_MODE;81;10650077.5;10231858.4;0;10231427.4;10231415.1;0;VERDADERO;VATC_B;NO REQ;60;489.8;0x0;0;0;100;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1808;;;;;;;;;;;;;;;;0;1.07;2.25;;;;;;;;;;;;
856;13 Nov 2018 12:21:05:0898;1606;1.301;1.07;48.31;47;2674;100;60;100;0;SPEED_MAINT;-1.31;60;47.85;1.07;49.71;47.85;UTO_MODE;81;10650077.5;10231858.4;0;10231427.4;10231415.1;0;VERDADERO;VATC_B;NO REQ;60;489.8;0x0;0;0;100;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1808;;;;;;;;;;;;;;;;0;1.07;2.25;;;;;;;;;;;;
857;13 Nov 2018 12:21:05:0958;1599.4;1.401;1;48.39;47.1;2209;100;60;100;0;SPEED_MAINT;-1.29;60;47.85;1;49.71;47.85;UTO_MODE;81;10650077.5;10231865.2;0;10231433.8;10231421.5;0;VERDADERO;VATC_B;NO REQ;60;487.8;0x0;0;0;100;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1808;;;;;;;;;;;;;;;;0;1;2.25;;;;;;;;;;;;
858;13 Nov 2018 12:21:06:0038;1592.7;1.2;0.93;48.39;47.19;2054;100;60;100;0;SPEED_MAINT;-1.2;60;47.85;0.93;49.71;47.85;UTO_MODE;81;10650077.5;10231872.1;0;10231440.3;10231428;0;VERDADERO;VATC_B;NO REQ;60;485.7;0x0;0;0;100;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1808;;;;;;;;;;;;;;;;0;0.93;2.25;;;;;;;;;;;;
859;13 Nov 2018 12:21:06:0098;1592.7;1.2;0.93;48.39;47.19;2054;100;60;100;0;SPEED_MAINT;-1.2;60;47.85;0.93;49.71;47.85;UTO_MODE;81;10650077.5;10231872.1;0;10231440.3;10231428;0;VERDADERO;VATC_B;NO REQ;60;485.7;0x0;0;0;100;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1808;;;;;;;;;;;;;;;;0;0.93;2.25;;;;;;;;;;;;
860;13 Nov 2018 12:21:06:0158;1586.1;0.7;0.86;48.31;47.27;2209;100;60;100;0;SPEED_MAINT;-1.04;60;47.85;0.86;49.71;47.85;UTO_MODE;81;10650077.5;10231878.9;0;10231446.7;10231434.4;0;VERDADERO;VATC_B;NO REQ;60;483.7;0x0;0;0;100;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1808;;;;;;;;;;;;;;;;0;0.86;2.25;;;;;;;;;;;;
861;13 Nov 2018 12:21:06:0238;1579.4;0.65;0.82;48.35;47.35;2074;100;60;100;0;SPEED_MAINT;-1;60;47.85;0.82;49.71;47.85;UTO_MODE;81;10650077.5;10231885.8;0;10231453.2;10231440.9;0;VERDADERO;VATC_B;NO REQ;60;481.7;0x0;0;0;100;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1808;;;;;;;;;;;;;;;;0;0.82;2.25;;;;;;;;;;;;
862;13 Nov 2018 12:21:06:0328;1572.8;0.7;0.75;48.35;47.42;1838;100;60;100;0;SPEED_MAINT;-0.93;60;47.85;0.73;49.71;47.85;UTO_MODE;81;10650077.5;10231892.6;0;10231459.6;10231447.3;0;VERDADERO;VATC_B;NO REQ;60;479.7;0x0;0;0;100;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1808;;;;;;;;;;;;;;;;0;0.73;2.25;;;;;;;;;;;;
863;13 Nov 2018 12:21:06:0418;1566.1;0.249;0.68;48.35;47.49;1575;100;60;100;0;SPEED_MAINT;-0.86;60;47.85;0.68;49.71;47.85;UTO_MODE;81;10650077.5;10231899.5;0;10231466.1;10231453.8;0;VERDADERO;VATC_B;NO REQ;60;477.6;0x0;0;0;100;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1808;;;;;;;;;;;;;;;;0;0.68;2.25;;;;;;;;;;;;
864;13 Nov 2018 12:21:06:0468;1566.1;0.249;0.68;48.35;47.49;1575;100;60;100;0;SPEED_MAINT;-0.86;60;47.85;0.68;49.71;47.85;UTO_MODE;81;10650077.5;10231899.5;0;10231466.1;10231453.8;0;VERDADERO;VATC_B;NO REQ;60;477.6;0x0;0;0;100;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1808;;;;;;;;;;;;;;;;0;0.68;2.25;;;;;;;;;;;;
865;13 Nov 2018 12:21:06:0538;1559.5;-0.05;0.63;48.35;47.55;1454;100;60;100;0;SPEED_MAINT;-0.8;60;47.85;0.63;49.71;47.85;UTO_MODE;81;10650077.5;10231906.3;0;10231472.5;10231460.2;0;VERDADERO;VATC_B;NO REQ;60;475.6;0x0;0;0;100;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1808;;;;;;;;;;;;;;;;0;0.63;2.25;;;;;;;;;;;;
866;13 Nov 2018 12:21:06:0608;1552.8;0.049;0.58;48.39;47.61;1130;100;60;100;0;SPEED_MAINT;-0.78;60;47.85;0.58;49.71;47.85;UTO_MODE;81;10650077.5;10231913.2;0;10231479;10231466.7;0;VERDADERO;VATC_B;NO REQ;60;473.6;0x0;0;0;100;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1808;;;;;;;;;;;;;;;;0;0.58;2.25;;;;;;;;;;;;
867;13 Nov 2018 12:21:06:0678;1552.8;0.049;0.58;48.39;47.61;1130;100;60;100;0;SPEED_MAINT;-0.78;60;47.85;0.58;49.71;47.85;UTO_MODE;81;10650077.5;10231913.2;0;10231479;10231466.7;0;VERDADERO;VATC_B;NO REQ;60;473.6;0x0;0;0;100;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1808;;;;;;;;;;;;;;;;0;0.58;2.25;;;;;;;;;;;;
868;13 Nov 2018 12:21:06:0738;1544;-0.3;0.49;48.31;47.67;1045;100;60;100;0;SPEED_MAINT;-0.64;60;47.85;0.45;49.71;47.85;UTO_MODE;81;10650077.5;10231922.3;0;10231487.5;10231475.2;0;VERDADERO;VATC_B;NO REQ;60;470.9;0x0;0;0;100;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1808;;;;;;;;;;;;;;;;0;0.45;2.25;;;;;;;;;;;;
869;13 Nov 2018 12:21:06:0818;1537.4;-0.65;0.42;47.82;47.71;2865;100;60;100;0;SPEED_MAINT;-0.11;60;47.85;0.37;49.71;47.85;UTO_MODE;81;10650077.5;10231929.1;0;10231493.9;10231481.6;0;VERDADERO;VATC_B;NO REQ;60;468.9;0x0;0;0;100;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1808;;;;;;;;;;;;;;;;0;0.37;2.25;;;;;;;;;;;;
870;13 Nov 2018 12:21:06:0918;1530.8;-0.7;0.37;47.86;47.75;2456;100;60;100;0;SPEED_MAINT;-0.11;60;47.85;0.37;49.71;47.85;UTO_MODE;81;10650077.5;10231935.9;0;10231500.3;10231488;0;VERDADERO;VATC_B;NO REQ;60;466.8;0x0;0;0;100;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1812;;;;;;;;;;;;;;;;0;0.37;2.25;;;;;;;;;;;;
871;13 Nov 2018 12:21:06:0968;1530.8;-0.7;0.37;47.86;47.75;2456;100;60;100;0;SPEED_MAINT;-0.11;60;47.85;0.37;49.71;47.85;UTO_MODE;81;10650077.5;10231935.9;0;10231500.3;10231488;0;VERDADERO;VATC_B;NO REQ;60;466.8;0x0;0;0;100;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1812;;;;;;;;;;;;;;;;0;0.37;2.25;;;;;;;;;;;;
872;13 Nov 2018 12:21:07:0038;1524.3;-0.6;0.3;47.86;47.78;2036;100;60;100;0;SPEED_MAINT;-0.08;60;47.85;0.26;49.71;47.85;UTO_MODE;81;10650077.5;10231942.6;0;10231506.6;10231494.3;0;VERDADERO;VATC_B;NO REQ;60;464.9;0x0;0;0;100;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1812;;;;;;;;;;;;;;;;0;0.26;2.25;;;;;;;;;;;;
