Time Stamp,             PTU VAR 1,    PTU VAR 2,              PTU VAR 3,       PTU VAR 4,    PTU VAR 5,    PTU VAR 6,       PTU VAR 7,              PTU VAR 8,    PTU VAR 9,    PTU VAR 10,        PTU VAR 11,        PTU VAR 12,        PTU VAR 13,     PTU VAR 14,   PTU VAR 15,      PTU VAR 16,                     PTU VAR 17,    PTU VAR 18,   PTU VAR 19,                 PTU VAR 20,              PTU VAR 21,               PTU VAR 22,              PTU VAR 23,   PTU VAR 24,              PTU VAR 25,              PTU VAR 26,   PTU VAR 27,       PTU VAR 28,            PTU VAR 29,          PTU VAR 30,   PTU VAR 31,           PTU VAR 32,        PTU VAR 33,                 PTU VAR 34,         PTU VAR 35,           PTU VAR 36,             PTU VAR 37,   PTU VAR 38,   PTU VAR 39,         PTU VAR 40,          PTU VAR 41,        PTU VAR 42,   PTU VAR 43,   PTU VAR 44,              PTU VAR 45,              PTU VAR 46,                 PTU VAR 47,             PTU VAR 48,   PTU VAR 49,               PTU VAR 50,       PTU VAR 51,   PTU VAR 52,   PTU VAR 53,   PTU VAR 54,   PTU VAR 55,   PTU VAR 56,   PTU VAR 57,   PTU VAR 58,   PTU VAR 59,   PTU VAR 60,   PTU VAR 61,   PTU VAR 62,   PTU VAR 63,   PTU VAR 64,   PTU VAR 65,   PTU VAR 66,   PTU VAR 67,   PTU VAR 68,   PTU VAR 69,   PTU VAR 70,   PTU VAR 71,   PTU VAR 72,   PTU VAR 73,   PTU VAR 74,   PTU VAR 75,   PTU VAR 76,   PTU VAR 77,   PTU VAR 78,   PTU VAR 79,   PTU VAR 80,   
                      ,---,         ATO SW Date  mmddyyyy,  ATO SW Version,  ATO ROM CRC,---,         ATP SW Version,  ATP SW Date  mmddyyyy,  ATP ROM CRC,---,         Map Version-ATP1,  Map Version-ATP2,  Map Version- ATO,  Map Date- ATO,---,         Operating Mode,  Train Operator Mode Selection,  Actual Speed,---,         Actual Location Confirmed,  Actual Location-Region,  Actual Location-Segment,  Actual Location-Offset,---,         Position Error Forward,  Position Error Forward,---,         ATP Speed Limit,  Distance To Front CP,  Reference Velocity,---,         Distance To Station,  Next Platform ID,  TCMS Out Next Platform ID,  Command Direction,  Monitor Motion Mode,  Vehicle Init Complete,---,         Door Status,  Left Doors Enable,  Right Doors Enable,  Actual Direction,---,       ---,         Position Error Forward,  Position Error Reverse,  Head Footprint-Segment ID,  Head Footprint-Offset,---,         Reason For Emer Braking,  NP Read Counter,---,       ---,       ---,       ---,       ---,       ---,       ---,       ---,       ---,       ---,       ---,       ---,       ---,       ---,       ---,       ---,       ---,       ---,       ---,       ---,       ---,       ---,       ---,       ---,       ---,       ---,       ---,       ---,       ---,       ---,       
20 Jun 2019 15:57:01:0307,   ,             5102019,                3.2,             0x5145A083,   ,             1.4,             3132019,                0x89C9C5D5,   ,             15.01,             15.01,             15.01,             3182019,        ,             UTO_MODE,        NO REQ,                         17.21,         ,             TRUE,                       1.00,                    102.00,                   84.40,                   ,             10.80,                   10.80,                   ,             30.45,            8216.50,               27.06,               ,             2556.40,              152,               152,                        SYS_NORMAL,         PERMT_MOVEMT,         TRUE,                   ,             ALL_CLOSED,   FALSE,              FALSE,               SYS_NORMAL,        ,             ,             10.80,                   10.80,                   102.00,                     300.80,                 ,             BRAKES_OK,                6.00,             ,             ,             ,             ,             ,             ,             ,             ,             ,             ,             ,             ,             ,             ,             ,             ,             ,             ,             ,             ,             ,             ,             ,             ,             ,             ,             ,             ,             ,             ,             
20 Jun 2019 15:57:01:0367,   ,             5102019,                3.2,             0x5145A083,   ,             1.4,             3132019,                0x89C9C5D5,   ,             15.01,             15.01,             15.01,             3182019,        ,             UTO_MODE,        NO REQ,                         17.21,         ,             TRUE,                       1.00,                    102.00,                   84.40,                   ,             10.80,                   10.80,                   ,             30.45,            8216.50,               27.06,               ,             2556.40,              152,               152,                        SYS_NORMAL,         PERMT_MOVEMT,         TRUE,                   ,             ALL_CLOSED,   FALSE,              FALSE,               SYS_NORMAL,        ,             ,             10.80,                   10.80,                   102.00,                     300.80,                 ,             BRAKES_OK,                6.00,             ,             ,             ,             ,             ,             ,             ,             ,             ,             ,             ,             ,             ,             ,             ,             ,             ,             ,             ,             ,             ,             ,             ,             ,             ,             ,             ,             ,             ,             ,             
20 Jun 2019 15:57:01:0437,   ,             5102019,                3.2,             0x5145A083,   ,             1.4,             3132019,                0x89C9C5D5,   ,             15.01,             15.01,             15.01,             3182019,        ,             UTO_MODE,        NO REQ,                         17.43,         ,             TRUE,                       1.00,                    102.00,                   86.80,                   ,             11.00,                   11.00,                   ,             30.45,            8214.00,               27.06,               ,             2554.00,              152,               152,                        SYS_NORMAL,         PERMT_MOVEMT,         TRUE,                   ,             ALL_CLOSED,   FALSE,              FALSE,               SYS_NORMAL,        ,             ,             11.00,                   11.00,                   102.00,                     303.30,                 ,             BRAKES_OK,                6.00,             ,             ,             ,             ,             ,             ,             ,             ,             ,             ,             ,             ,             ,             ,             ,             ,             ,             ,             ,             ,             ,             ,             ,             ,             ,             ,             ,             ,             ,             ,             
20 Jun 2019 15:57:01:0497,   ,             5102019,                3.2,             0x5145A083,   ,             1.4,             3132019,                0x89C9C5D5,   ,             15.01,             15.01,             15.01,             3182019,        ,             UTO_MODE,        NO REQ,                         17.58,         ,             TRUE,                       1.00,                    102.00,                   89.30,                   ,             11.10,                   11.10,                   ,             30.45,            8211.30,               27.06,               ,             2551.50,              152,               152,                        SYS_NORMAL,         PERMT_MOVEMT,         TRUE,                   ,             ALL_CLOSED,   FALSE,              FALSE,               SYS_NORMAL,        ,             ,             11.10,                   11.10,                   102.00,                     306.00,                 ,             BRAKES_OK,                6.00,             ,             ,             ,             ,             ,             ,             ,             ,             ,             ,             ,             ,             ,             ,             ,             ,             ,             ,             ,             ,             ,             ,             ,             ,             ,             ,             ,             ,             ,             ,             
20 Jun 2019 15:57:01:0557,   ,             5102019,                3.2,             0x5145A083,   ,             1.4,             3132019,                0x89C9C5D5,   ,             15.01,             15.01,             15.01,             3182019,        ,             UTO_MODE,        NO REQ,                         17.58,         ,             TRUE,                       1.00,                    102.00,                   89.30,                   ,             11.10,                   11.10,                   ,             30.45,            8211.30,               27.06,               ,             2551.50,              152,               152,                        SYS_NORMAL,         PERMT_MOVEMT,         TRUE,                   ,             ALL_CLOSED,   FALSE,              FALSE,               SYS_NORMAL,        ,             ,             11.10,                   11.10,                   102.00,                     306.00,                 ,             BRAKES_OK,                6.00,             ,             ,             ,             ,             ,             ,             ,             ,             ,             ,             ,             ,             ,             ,             ,             ,             ,             ,             ,             ,             ,             ,             ,             ,             ,             ,             ,             ,             ,             ,             
20 Jun 2019 15:57:01:0617,   ,             5102019,                3.2,             0x5145A083,   ,             1.4,             3132019,                0x89C9C5D5,   ,             15.01,             15.01,             15.01,             3182019,        ,             UTO_MODE,        NO REQ,                         17.81,         ,             TRUE,                       1.00,                    102.00,                   91.70,                   ,             11.30,                   11.30,                   ,             30.45,            8208.80,               27.06,               ,             2549.10,              152,               152,                        SYS_NORMAL,         PERMT_MOVEMT,         TRUE,                   ,             ALL_CLOSED,   FALSE,              FALSE,               SYS_NORMAL,        ,             ,             11.30,                   11.30,                   102.00,                     308.50,                 ,             BRAKES_OK,                6.00,             ,             ,             ,             ,             ,             ,             ,             ,             ,             ,             ,             ,             ,             ,             ,             ,             ,             ,             ,             ,             ,             ,             ,             ,             ,             ,             ,             ,             ,             ,             
20 Jun 2019 15:57:01:0697,   ,             5102019,                3.2,             0x5145A083,   ,             1.4,             3132019,                0x89C9C5D5,   ,             15.01,             15.01,             15.01,             3182019,        ,             UTO_MODE,        NO REQ,                         17.96,         ,             TRUE,                       1.00,                    102.00,                   94.20,                   ,             11.40,                   11.40,                   ,             30.45,            8206.10,               27.06,               ,             2546.60,              152,               152,                        SYS_NORMAL,         PERMT_MOVEMT,         TRUE,                   ,             ALL_CLOSED,   FALSE,              FALSE,               SYS_NORMAL,        ,             ,             11.40,                   11.40,                   102.00,                     311.20,                 ,             BRAKES_OK,                6.00,             ,             ,             ,             ,             ,             ,             ,             ,             ,             ,             ,             ,             ,             ,             ,             ,             ,             ,             ,             ,             ,             ,             ,             ,             ,             ,             ,             ,             ,             ,             
20 Jun 2019 15:57:01:0787,   ,             5102019,                3.2,             0x5145A083,   ,             1.4,             3132019,                0x89C9C5D5,   ,             15.01,             15.01,             15.01,             3182019,        ,             UTO_MODE,        NO REQ,                         18.22,         ,             TRUE,                       1.00,                    102.00,                   96.70,                   ,             11.60,                   11.60,                   ,             30.45,            8203.50,               27.06,               ,             2544.10,              152,               152,                        SYS_NORMAL,         PERMT_MOVEMT,         TRUE,                   ,             ALL_CLOSED,   FALSE,              FALSE,               SYS_NORMAL,        ,             ,             11.60,                   11.60,                   102.00,                     313.80,                 ,             BRAKES_OK,                6.00,             ,             ,             ,             ,             ,             ,             ,             ,             ,             ,             ,             ,             ,             ,             ,             ,             ,             ,             ,             ,             ,             ,             ,             ,             ,             ,             ,             ,             ,             ,             
20 Jun 2019 15:57:01:0877,   ,             5102019,                3.2,             0x5145A083,   ,             1.4,             3132019,                0x89C9C5D5,   ,             15.01,             15.01,             15.01,             3182019,        ,             UTO_MODE,        NO REQ,                         18.45,         ,             TRUE,                       1.00,                    102.00,                   99.30,                   ,             11.70,                   11.70,                   ,             30.45,            8200.80,               27.06,               ,             2541.50,              152,               152,                        SYS_NORMAL,         PERMT_MOVEMT,         TRUE,                   ,             ALL_CLOSED,   FALSE,              FALSE,               SYS_NORMAL,        ,             ,             11.70,                   11.70,                   102.00,                     316.50,                 ,             BRAKES_OK,                6.00,             ,             ,             ,             ,             ,             ,             ,             ,             ,             ,             ,             ,             ,             ,             ,             ,             ,             ,             ,             ,             ,             ,             ,             ,             ,             ,             ,             ,             ,             ,             
20 Jun 2019 15:57:01:0937,   ,             5102019,                3.2,             0x5145A083,   ,             1.4,             3132019,                0x89C9C5D5,   ,             15.01,             15.01,             15.01,             3182019,        ,             UTO_MODE,        NO REQ,                         18.45,         ,             TRUE,                       1.00,                    102.00,                   99.30,                   ,             11.70,                   11.70,                   ,             30.45,            8200.80,               27.06,               ,             2541.50,              152,               152,                        SYS_NORMAL,         PERMT_MOVEMT,         TRUE,                   ,             ALL_CLOSED,   FALSE,              FALSE,               SYS_NORMAL,        ,             ,             11.70,                   11.70,                   102.00,                     316.50,                 ,             BRAKES_OK,                6.00,             ,             ,             ,             ,             ,             ,             ,             ,             ,             ,             ,             ,             ,             ,             ,             ,             ,             ,             ,             ,             ,             ,             ,             ,             ,             ,             ,             ,             ,             ,             
20 Jun 2019 15:57:01:0997,   ,             5102019,                3.2,             0x5145A083,   ,             1.4,             3132019,                0x89C9C5D5,   ,             15.01,             15.01,             15.01,             3182019,        ,             UTO_MODE,        NO REQ,                         18.63,         ,             TRUE,                       1.00,                    102.00,                   101.80,                  ,             11.90,                   11.90,                   ,             30.45,            8198.10,               27.06,               ,             2539.00,              152,               152,                        SYS_NORMAL,         PERMT_MOVEMT,         TRUE,                   ,             ALL_CLOSED,   FALSE,              FALSE,               SYS_NORMAL,        ,             ,             11.90,                   11.90,                   102.00,                     319.20,                 ,             BRAKES_OK,                6.00,             ,             ,             ,             ,             ,             ,             ,             ,             ,             ,             ,             ,             ,             ,             ,             ,             ,             ,             ,             ,             ,             ,             ,             ,             ,             ,             ,             ,             ,             ,             
20 Jun 2019 15:57:02:0077,   ,             5102019,                3.2,             0x5145A083,   ,             1.4,             3132019,                0x89C9C5D5,   ,             15.01,             15.01,             15.01,             3182019,        ,             UTO_MODE,        NO REQ,                         18.86,         ,             TRUE,                       1.00,                    102.00,                   104.40,                  ,             12.00,                   12.00,                   ,             30.45,            8195.30,               27.06,               ,             2536.40,              152,               152,                        SYS_NORMAL,         PERMT_MOVEMT,         TRUE,                   ,             ALL_CLOSED,   FALSE,              FALSE,               SYS_NORMAL,        ,             ,             12.00,                   12.00,                   102.00,                     322.00,                 ,             BRAKES_OK,                6.00,             ,             ,             ,             ,             ,             ,             ,             ,             ,             ,             ,             ,             ,             ,             ,             ,             ,             ,             ,             ,             ,             ,             ,             ,             ,             ,             ,             ,             ,             ,             
20 Jun 2019 15:57:02:0137,   ,             5102019,                3.2,             0x5145A083,   ,             1.4,             3132019,                0x89C9C5D5,   ,             15.01,             15.01,             15.01,             3182019,        ,             UTO_MODE,        NO REQ,                         18.86,         ,             TRUE,                       1.00,                    102.00,                   104.40,                  ,             12.00,                   12.00,                   ,             30.45,            8195.30,               27.06,               ,             2536.40,              152,               152,                        SYS_NORMAL,         PERMT_MOVEMT,         TRUE,                   ,             ALL_CLOSED,   FALSE,              FALSE,               SYS_NORMAL,        ,             ,             12.00,                   12.00,                   102.00,                     322.00,                 ,             BRAKES_OK,                6.00,             ,             ,             ,             ,             ,             ,             ,             ,             ,             ,             ,             ,             ,             ,             ,             ,             ,             ,             ,             ,             ,             ,             ,             ,             ,             ,             ,             ,             ,             ,             
20 Jun 2019 15:57:02:0197,   ,             5102019,                3.2,             0x5145A083,   ,             1.4,             3132019,                0x89C9C5D5,   ,             15.01,             15.01,             15.01,             3182019,        ,             UTO_MODE,        NO REQ,                         19.08,         ,             TRUE,                       1.00,                    102.00,                   107.10,                  ,             12.20,                   12.20,                   ,             30.45,            8192.60,               27.06,               ,             2533.70,              152,               152,                        SYS_NORMAL,         PERMT_MOVEMT,         TRUE,                   ,             ALL_CLOSED,   FALSE,              FALSE,               SYS_NORMAL,        ,             ,             12.20,                   12.20,                   102.00,                     324.70,                 ,             BRAKES_OK,                6.00,             ,             ,             ,             ,             ,             ,             ,             ,             ,             ,             ,             ,             ,             ,             ,             ,             ,             ,             ,             ,             ,             ,             ,             ,             ,             ,             ,             ,             ,             ,             
20 Jun 2019 15:57:02:0267,   ,             5102019,                3.2,             0x5145A083,   ,             1.4,             3132019,                0x89C9C5D5,   ,             15.01,             15.01,             15.01,             3182019,        ,             UTO_MODE,        NO REQ,                         19.23,         ,             TRUE,                       1.00,                    102.00,                   109.70,                  ,             12.30,                   12.30,                   ,             30.45,            8189.80,               27.06,               ,             2531.10,              152,               152,                        SYS_NORMAL,         PERMT_MOVEMT,         TRUE,                   ,             ALL_CLOSED,   FALSE,              FALSE,               SYS_NORMAL,        ,             ,             12.30,                   12.30,                   102.00,                     327.50,                 ,             BRAKES_OK,                6.00,             ,             ,             ,             ,             ,             ,             ,             ,             ,             ,             ,             ,             ,             ,             ,             ,             ,             ,             ,             ,             ,             ,             ,             ,             ,             ,             ,             ,             ,             ,             
20 Jun 2019 15:57:02:0327,   ,             5102019,                3.2,             0x5145A083,   ,             1.4,             3132019,                0x89C9C5D5,   ,             15.01,             15.01,             15.01,             3182019,        ,             UTO_MODE,        NO REQ,                         19.23,         ,             TRUE,                       1.00,                    102.00,                   109.70,                  ,             12.30,                   12.30,                   ,             30.45,            8189.80,               27.06,               ,             2531.10,              152,               152,                        SYS_NORMAL,         PERMT_MOVEMT,         TRUE,                   ,             ALL_CLOSED,   FALSE,              FALSE,               SYS_NORMAL,        ,             ,             12.30,                   12.30,                   102.00,                     327.50,                 ,             BRAKES_OK,                6.00,             ,             ,             ,             ,             ,             ,             ,             ,             ,             ,             ,             ,             ,             ,             ,             ,             ,             ,             ,             ,             ,             ,             ,             ,             ,             ,             ,             ,             ,             ,             
20 Jun 2019 15:57:02:0387,   ,             5102019,                3.2,             0x5145A083,   ,             1.4,             3132019,                0x89C9C5D5,   ,             15.01,             15.01,             15.01,             3182019,        ,             UTO_MODE,        NO REQ,                         19.50,         ,             TRUE,                       1.00,                    102.00,                   112.40,                  ,             12.50,                   12.50,                   ,             30.45,            8186.90,               27.06,               ,             2528.40,              152,               152,                        SYS_NORMAL,         PERMT_MOVEMT,         TRUE,                   ,             ALL_CLOSED,   FALSE,              FALSE,               SYS_NORMAL,        ,             ,             12.50,                   12.50,                   102.00,                     330.40,                 ,             BRAKES_OK,                6.00,             ,             ,             ,             ,             ,             ,             ,             ,             ,             ,             ,             ,             ,             ,             ,             ,             ,             ,             ,             ,             ,             ,             ,             ,             ,             ,             ,             ,             ,             ,             
20 Jun 2019 15:57:02:0457,   ,             5102019,                3.2,             0x5145A083,   ,             1.4,             3132019,                0x89C9C5D5,   ,             15.01,             15.01,             15.01,             3182019,        ,             UTO_MODE,        NO REQ,                         19.68,         ,             TRUE,                       1.00,                    102.00,                   115.10,                  ,             12.70,                   12.70,                   ,             30.45,            8184.10,               27.06,               ,             2525.70,              152,               152,                        SYS_NORMAL,         PERMT_MOVEMT,         TRUE,                   ,             ALL_CLOSED,   FALSE,              FALSE,               SYS_NORMAL,        ,             ,             12.70,                   12.70,                   102.00,                     333.20,                 ,             BRAKES_OK,                6.00,             ,             ,             ,             ,             ,             ,             ,             ,             ,             ,             ,             ,             ,             ,             ,             ,             ,             ,             ,             ,             ,             ,             ,             ,             ,             ,             ,             ,             ,             ,             
20 Jun 2019 15:57:02:0507,   ,             5102019,                3.2,             0x5145A083,   ,             1.4,             3132019,                0x89C9C5D5,   ,             15.01,             15.01,             15.01,             3182019,        ,             UTO_MODE,        NO REQ,                         19.68,         ,             TRUE,                       1.00,                    102.00,                   115.10,                  ,             12.70,                   12.70,                   ,             30.45,            8184.10,               27.06,               ,             2525.70,              152,               152,                        SYS_NORMAL,         PERMT_MOVEMT,         TRUE,                   ,             ALL_CLOSED,   FALSE,              FALSE,               SYS_NORMAL,        ,             ,             12.70,                   12.70,                   102.00,                     333.20,                 ,             BRAKES_OK,                6.00,             ,             ,             ,             ,             ,             ,             ,             ,             ,             ,             ,             ,             ,             ,             ,             ,             ,             ,             ,             ,             ,             ,             ,             ,             ,             ,             ,             ,             ,             ,             
20 Jun 2019 15:57:02:0567,   ,             5102019,                3.2,             0x5145A083,   ,             1.4,             3132019,                0x89C9C5D5,   ,             15.01,             15.01,             15.01,             3182019,        ,             UTO_MODE,        NO REQ,                         19.91,         ,             TRUE,                       1.00,                    102.00,                   117.90,                  ,             12.80,                   12.80,                   ,             30.45,            8181.10,               27.06,               ,             2522.90,              152,               152,                        SYS_NORMAL,         PERMT_MOVEMT,         TRUE,                   ,             ALL_CLOSED,   FALSE,              FALSE,               SYS_NORMAL,        ,             ,             12.80,                   12.80,                   102.00,                     336.20,                 ,             BRAKES_OK,                6.00,             ,             ,             ,             ,             ,             ,             ,             ,             ,             ,             ,             ,             ,             ,             ,             ,             ,             ,             ,             ,             ,             ,             ,             ,             ,             ,             ,             ,             ,             ,             
20 Jun 2019 15:57:02:0637,   ,             5102019,                3.2,             0x5145A083,   ,             1.4,             3132019,                0x89C9C5D5,   ,             15.01,             15.01,             15.01,             3182019,        ,             UTO_MODE,        NO REQ,                         20.10,         ,             TRUE,                       1.00,                    102.00,                   120.70,                  ,             13.00,                   13.00,                   ,             30.45,            8178.30,               27.06,               ,             2520.10,              152,               152,                        SYS_NORMAL,         PERMT_MOVEMT,         TRUE,                   ,             ALL_CLOSED,   FALSE,              FALSE,               SYS_NORMAL,        ,             ,             13.00,                   13.00,                   102.00,                     339.00,                 ,             BRAKES_OK,                6.00,             ,             ,             ,             ,             ,             ,             ,             ,             ,             ,             ,             ,             ,             ,             ,             ,             ,             ,             ,             ,             ,             ,             ,             ,             ,             ,             ,             ,             ,             ,             
20 Jun 2019 15:57:02:0697,   ,             5102019,                3.2,             0x5145A083,   ,             1.4,             3132019,                0x89C9C5D5,   ,             15.01,             15.01,             15.01,             3182019,        ,             UTO_MODE,        NO REQ,                         20.10,         ,             TRUE,                       1.00,                    102.00,                   120.70,                  ,             13.00,                   13.00,                   ,             30.45,            8178.30,               27.06,               ,             2520.10,              152,               152,                        SYS_NORMAL,         PERMT_MOVEMT,         TRUE,                   ,             ALL_CLOSED,   FALSE,              FALSE,               SYS_NORMAL,        ,             ,             13.00,                   13.00,                   102.00,                     339.00,                 ,             BRAKES_OK,                6.00,             ,             ,             ,             ,             ,             ,             ,             ,             ,             ,             ,             ,             ,             ,             ,             ,             ,             ,             ,             ,             ,             ,             ,             ,             ,             ,             ,             ,             ,             ,             
20 Jun 2019 15:57:02:0757,   ,             5102019,                3.2,             0x5145A083,   ,             1.4,             3132019,                0x89C9C5D5,   ,             15.01,             15.01,             15.01,             3182019,        ,             UTO_MODE,        NO REQ,                         20.43,         ,             TRUE,                       1.00,                    102.00,                   124.40,                  ,             13.20,                   13.20,                   ,             30.45,            8174.20,               27.06,               ,             2516.40,              152,               152,                        SYS_NORMAL,         PERMT_MOVEMT,         TRUE,                   ,             ALL_CLOSED,   FALSE,              FALSE,               SYS_NORMAL,        ,             ,             13.20,                   13.20,                   102.00,                     343.10,                 ,             BRAKES_OK,                6.00,             ,             ,             ,             ,             ,             ,             ,             ,             ,             ,             ,             ,             ,             ,             ,             ,             ,             ,             ,             ,             ,             ,             ,             ,             ,             ,             ,             ,             ,             ,             
20 Jun 2019 15:57:02:0847,   ,             5102019,                3.2,             0x5145A083,   ,             1.4,             3132019,                0x89C9C5D5,   ,             15.01,             15.01,             15.01,             3182019,        ,             UTO_MODE,        NO REQ,                         20.58,         ,             TRUE,                       1.00,                    102.00,                   127.20,                  ,             13.40,                   13.40,                   ,             30.45,            8171.30,               27.06,               ,             2513.60,              152,               152,                        SYS_NORMAL,         PERMT_MOVEMT,         TRUE,                   ,             ALL_CLOSED,   FALSE,              FALSE,               SYS_NORMAL,        ,             ,             13.40,                   13.40,                   102.00,                     346.00,                 ,             BRAKES_OK,                6.00,             ,             ,             ,             ,             ,             ,             ,             ,             ,             ,             ,             ,             ,             ,             ,             ,             ,             ,             ,             ,             ,             ,             ,             ,             ,             ,             ,             ,             ,             ,             
20 Jun 2019 15:57:02:0897,   ,             5102019,                3.2,             0x5145A083,   ,             1.4,             3132019,                0x89C9C5D5,   ,             15.01,             15.01,             15.01,             3182019,        ,             UTO_MODE,        NO REQ,                         20.58,         ,             TRUE,                       1.00,                    102.00,                   127.20,                  ,             13.40,                   13.40,                   ,             30.45,            8171.30,               27.06,               ,             2513.60,              152,               152,                        SYS_NORMAL,         PERMT_MOVEMT,         TRUE,                   ,             ALL_CLOSED,   FALSE,              FALSE,               SYS_NORMAL,        ,             ,             13.40,                   13.40,                   102.00,                     346.00,                 ,             BRAKES_OK,                6.00,             ,             ,             ,             ,             ,             ,             ,             ,             ,             ,             ,             ,             ,             ,             ,             ,             ,             ,             ,             ,             ,             ,             ,             ,             ,             ,             ,             ,             ,             ,             
20 Jun 2019 15:57:02:0957,   ,             5102019,                3.2,             0x5145A083,   ,             1.4,             3132019,                0x89C9C5D5,   ,             15.01,             15.01,             15.01,             3182019,        ,             UTO_MODE,        NO REQ,                         20.81,         ,             TRUE,                       1.00,                    102.00,                   130.10,                  ,             13.60,                   13.60,                   ,             30.45,            8168.20,               27.06,               ,             2510.70,              152,               152,                        SYS_NORMAL,         PERMT_MOVEMT,         TRUE,                   ,             ALL_CLOSED,   FALSE,              FALSE,               SYS_NORMAL,        ,             ,             13.60,                   13.60,                   102.00,                     349.10,                 ,             BRAKES_OK,                6.00,             ,             ,             ,             ,             ,             ,             ,             ,             ,             ,             ,             ,             ,             ,             ,             ,             ,             ,             ,             ,             ,             ,             ,             ,             ,             ,             ,             ,             ,             ,             
20 Jun 2019 15:57:03:0037,   ,             5102019,                3.2,             0x5145A083,   ,             1.4,             3132019,                0x89C9C5D5,   ,             15.01,             15.01,             15.01,             3182019,        ,             UTO_MODE,        NO REQ,                         21.03,         ,             TRUE,                       1.00,                    102.00,                   133.00,                  ,             13.70,                   13.70,                   ,             30.45,            8165.20,               27.06,               ,             2507.80,              152,               152,                        SYS_NORMAL,         PERMT_MOVEMT,         TRUE,                   ,             ALL_CLOSED,   FALSE,              FALSE,               SYS_NORMAL,        ,             ,             13.70,                   13.70,                   102.00,                     352.10,                 ,             BRAKES_OK,                6.00,             ,             ,             ,             ,             ,             ,             ,             ,             ,             ,             ,             ,             ,             ,             ,             ,             ,             ,             ,             ,             ,             ,             ,             ,             ,             ,             ,             ,             ,             ,             
20 Jun 2019 15:57:03:0117,   ,             5102019,                3.2,             0x5145A083,   ,             1.4,             3132019,                0x89C9C5D5,   ,             15.01,             15.01,             15.01,             3182019,        ,             UTO_MODE,        NO REQ,                         21.26,         ,             TRUE,                       1.00,                    102.00,                   135.90,                  ,             13.90,                   13.90,                   ,             30.45,            8162.00,               27.06,               ,             2504.90,              152,               152,                        SYS_NORMAL,         PERMT_MOVEMT,         TRUE,                   ,             ALL_CLOSED,   FALSE,              FALSE,               SYS_NORMAL,        ,             ,             13.90,                   13.90,                   102.00,                     355.30,                 ,             BRAKES_OK,                6.00,             ,             ,             ,             ,             ,             ,             ,             ,             ,             ,             ,             ,             ,             ,             ,             ,             ,             ,             ,             ,             ,             ,             ,             ,             ,             ,             ,             ,             ,             ,             
20 Jun 2019 15:57:03:0177,   ,             5102019,                3.2,             0x5145A083,   ,             1.4,             3132019,                0x89C9C5D5,   ,             15.01,             15.01,             15.01,             3182019,        ,             UTO_MODE,        NO REQ,                         21.26,         ,             TRUE,                       1.00,                    102.00,                   135.90,                  ,             13.90,                   13.90,                   ,             30.45,            8162.00,               27.06,               ,             2504.90,              152,               152,                        SYS_NORMAL,         PERMT_MOVEMT,         TRUE,                   ,             ALL_CLOSED,   FALSE,              FALSE,               SYS_NORMAL,        ,             ,             13.90,                   13.90,                   102.00,                     355.30,                 ,             BRAKES_OK,                6.00,             ,             ,             ,             ,             ,             ,             ,             ,             ,             ,             ,             ,             ,             ,             ,             ,             ,             ,             ,             ,             ,             ,             ,             ,             ,             ,             ,             ,             ,             ,             
20 Jun 2019 15:57:03:0247,   ,             5102019,                3.2,             0x5145A083,   ,             1.4,             3132019,                0x89C9C5D5,   ,             15.01,             15.01,             15.01,             3182019,        ,             UTO_MODE,        NO REQ,                         21.44,         ,             TRUE,                       1.00,                    102.00,                   138.90,                  ,             14.10,                   14.10,                   ,             30.45,            8159.00,               27.06,               ,             2501.90,              152,               152,                        SYS_NORMAL,         PERMT_MOVEMT,         TRUE,                   ,             ALL_CLOSED,   FALSE,              FALSE,               SYS_NORMAL,        ,             ,             14.10,                   14.10,                   102.00,                     358.30,                 ,             BRAKES_OK,                6.00,             ,             ,             ,             ,             ,             ,             ,             ,             ,             ,             ,             ,             ,             ,             ,             ,             ,             ,             ,             ,             ,             ,             ,             ,             ,             ,             ,             ,             ,             ,             
20 Jun 2019 15:57:03:0317,   ,             5102019,                3.2,             0x5145A083,   ,             1.4,             3132019,                0x89C9C5D5,   ,             15.01,             15.01,             15.01,             3182019,        ,             UTO_MODE,        NO REQ,                         21.71,         ,             TRUE,                       1.00,                    102.00,                   141.90,                  ,             14.30,                   14.30,                   ,             30.45,            8155.80,               27.06,               ,             2498.90,              152,               152,                        SYS_NORMAL,         PERMT_MOVEMT,         TRUE,                   ,             ALL_CLOSED,   FALSE,              FALSE,               SYS_NORMAL,        ,             ,             14.30,                   14.30,                   102.00,                     361.50,                 ,             BRAKES_OK,                6.00,             ,             ,             ,             ,             ,             ,             ,             ,             ,             ,             ,             ,             ,             ,             ,             ,             ,             ,             ,             ,             ,             ,             ,             ,             ,             ,             ,             ,             ,             ,             
