Time Stamp,             PTU VAR 1,    PTU VAR 2,              PTU VAR 3,       PTU VAR 4,    PTU VAR 5,    PTU VAR 6,       PTU VAR 7,              PTU VAR 8,    PTU VAR 9,    PTU VAR 10,        PTU VAR 11,        PTU VAR 12,        PTU VAR 13,     PTU VAR 14,   PTU VAR 15,      PTU VAR 16,                     PTU VAR 17,    PTU VAR 18,   PTU VAR 19,                 PTU VAR 20,              PTU VAR 21,               PTU VAR 22,              PTU VAR 23,   PTU VAR 24,              PTU VAR 25,              PTU VAR 26,   PTU VAR 27,       PTU VAR 28,            PTU VAR 29,          PTU VAR 30,   PTU VAR 31,           PTU VAR 32,        PTU VAR 33,                 PTU VAR 34,         PTU VAR 35,           PTU VAR 36,             PTU VAR 37,   PTU VAR 38,   PTU VAR 39,         PTU VAR 40,          PTU VAR 41,        PTU VAR 42,   PTU VAR 43,   PTU VAR 44,              PTU VAR 45,              PTU VAR 46,                 PTU VAR 47,             PTU VAR 48,   PTU VAR 49,               PTU VAR 50,       PTU VAR 51,   PTU VAR 52,   PTU VAR 53,   PTU VAR 54,   PTU VAR 55,   PTU VAR 56,   PTU VAR 57,   PTU VAR 58,   PTU VAR 59,   PTU VAR 60,   PTU VAR 61,   PTU VAR 62,   PTU VAR 63,   PTU VAR 64,   PTU VAR 65,   PTU VAR 66,   PTU VAR 67,   PTU VAR 68,   PTU VAR 69,   PTU VAR 70,   PTU VAR 71,   PTU VAR 72,   PTU VAR 73,   PTU VAR 74,   PTU VAR 75,   PTU VAR 76,   PTU VAR 77,   PTU VAR 78,   PTU VAR 79,   PTU VAR 80,   
                      ,---,         ATO SW Date  mmddyyyy,  ATO SW Version,  ATO ROM CRC,---,         ATP SW Version,  ATP SW Date  mmddyyyy,  ATP ROM CRC,---,         Map Version-ATP1,  Map Version-ATP2,  Map Version- ATO,  Map Date- ATO,---,         Operating Mode,  Train Operator Mode Selection,  Actual Speed,---,         Actual Location Confirmed,  Actual Location-Region,  Actual Location-Segment,  Actual Location-Offset,---,         Position Error Forward,  Position Error Forward,---,         ATP Speed Limit,  Distance To Front CP,  Reference Velocity,---,         Distance To Station,  Next Platform ID,  TCMS Out Next Platform ID,  Command Direction,  Monitor Motion Mode,  Vehicle Init Complete,---,         Door Status,  Left Doors Enable,  Right Doors Enable,  Actual Direction,---,       ---,         Position Error Forward,  Position Error Reverse,  Head Footprint-Segment ID,  Head Footprint-Offset,---,         Reason For Emer Braking,  NP Read Counter,---,       ---,       ---,       ---,       ---,       ---,       ---,       ---,       ---,       ---,       ---,       ---,       ---,       ---,       ---,       ---,       ---,       ---,       ---,       ---,       ---,       ---,       ---,       ---,       ---,       ---,       ---,       ---,       ---,       ---,       
20 Jun 2019 15:56:26:0537,   ,             5102019,                3.2,             0x5145A083,   ,             1.4,             3132019,                0x89C9C5D5,   ,             15.01,             15.01,             15.01,             3182019,        ,             RM_MODE,         NO REQ,                         20.02,         ,             TRUE,                       1.00,                    101.00,                   360.60,                  ,             5.10,                    5.10,                    ,             15.53,            8454.70,               .00,                 ,             2788.70,              152,               152,                        SYS_NORMAL,         APPLY_EBRKS,          TRUE,                   ,             ALL_CLOSED,   FALSE,              FALSE,               SYS_NORMAL,        ,             ,             5.10,                    5.10,                    102.00,                     62.60,                  ,             LOSS_VZERO_SPD,           5.00,             ,             ,             ,             ,             ,             ,             ,             ,             ,             ,             ,             ,             ,             ,             ,             ,             ,             ,             ,             ,             ,             ,             ,             ,             ,             ,             ,             ,             ,             ,             
20 Jun 2019 15:56:26:0607,   ,             5102019,                3.2,             0x5145A083,   ,             1.4,             3132019,                0x89C9C5D5,   ,             15.01,             15.01,             15.01,             3182019,        ,             RM_MODE,         NO REQ,                         20.06,         ,             TRUE,                       1.00,                    101.00,                   363.40,                  ,             5.20,                    5.20,                    ,             15.53,            8451.70,               .00,                 ,             2785.90,              152,               152,                        SYS_NORMAL,         APPLY_EBRKS,          TRUE,                   ,             ALL_CLOSED,   FALSE,              FALSE,               SYS_NORMAL,        ,             ,             5.20,                    5.20,                    102.00,                     65.60,                  ,             LOSS_VZERO_SPD,           5.00,             ,             ,             ,             ,             ,             ,             ,             ,             ,             ,             ,             ,             ,             ,             ,             ,             ,             ,             ,             ,             ,             ,             ,             ,             ,             ,             ,             ,             ,             ,             
20 Jun 2019 15:56:26:0657,   ,             5102019,                3.2,             0x5145A083,   ,             1.4,             3132019,                0x89C9C5D5,   ,             15.01,             15.01,             15.01,             3182019,        ,             RM_MODE,         NO REQ,                         20.06,         ,             TRUE,                       1.00,                    101.00,                   363.40,                  ,             5.20,                    5.20,                    ,             15.53,            8451.70,               .00,                 ,             2785.90,              152,               152,                        SYS_NORMAL,         APPLY_EBRKS,          TRUE,                   ,             ALL_CLOSED,   FALSE,              FALSE,               SYS_NORMAL,        ,             ,             5.20,                    5.20,                    102.00,                     65.60,                  ,             LOSS_VZERO_SPD,           5.00,             ,             ,             ,             ,             ,             ,             ,             ,             ,             ,             ,             ,             ,             ,             ,             ,             ,             ,             ,             ,             ,             ,             ,             ,             ,             ,             ,             ,             ,             ,             
20 Jun 2019 15:56:26:0727,   ,             5102019,                3.2,             0x5145A083,   ,             1.4,             3132019,                0x89C9C5D5,   ,             15.01,             15.01,             15.01,             3182019,        ,             RM_MODE,         NO REQ,                         20.06,         ,             TRUE,                       1.00,                    101.00,                   366.10,                  ,             5.40,                    5.40,                    ,             15.53,            8448.80,               .00,                 ,             2783.20,              152,               152,                        SYS_NORMAL,         APPLY_EBRKS,          TRUE,                   ,             ALL_CLOSED,   FALSE,              FALSE,               SYS_NORMAL,        ,             ,             5.40,                    5.40,                    102.00,                     68.50,                  ,             LOSS_VZERO_SPD,           5.00,             ,             ,             ,             ,             ,             ,             ,             ,             ,             ,             ,             ,             ,             ,             ,             ,             ,             ,             ,             ,             ,             ,             ,             ,             ,             ,             ,             ,             ,             ,             
20 Jun 2019 15:56:26:0787,   ,             5102019,                3.2,             0x5145A083,   ,             1.4,             3132019,                0x89C9C5D5,   ,             15.01,             15.01,             15.01,             3182019,        ,             RM_MODE,         NO REQ,                         20.10,         ,             TRUE,                       1.00,                    101.00,                   368.90,                  ,             5.60,                    5.60,                    ,             15.53,            8445.90,               .00,                 ,             2780.40,              152,               152,                        SYS_NORMAL,         APPLY_EBRKS,          TRUE,                   ,             ALL_CLOSED,   FALSE,              FALSE,               SYS_NORMAL,        ,             ,             5.60,                    5.60,                    102.00,                     71.40,                  ,             LOSS_VZERO_SPD,           5.00,             ,             ,             ,             ,             ,             ,             ,             ,             ,             ,             ,             ,             ,             ,             ,             ,             ,             ,             ,             ,             ,             ,             ,             ,             ,             ,             ,             ,             ,             ,             
20 Jun 2019 15:56:26:0847,   ,             5102019,                3.2,             0x5145A083,   ,             1.4,             3132019,                0x89C9C5D5,   ,             15.01,             15.01,             15.01,             3182019,        ,             RM_MODE,         NO REQ,                         20.10,         ,             TRUE,                       1.00,                    101.00,                   368.90,                  ,             5.60,                    5.60,                    ,             15.53,            8445.90,               .00,                 ,             2780.40,              152,               152,                        SYS_NORMAL,         APPLY_EBRKS,          TRUE,                   ,             ALL_CLOSED,   FALSE,              FALSE,               SYS_NORMAL,        ,             ,             5.60,                    5.60,                    102.00,                     71.40,                  ,             LOSS_VZERO_SPD,           5.00,             ,             ,             ,             ,             ,             ,             ,             ,             ,             ,             ,             ,             ,             ,             ,             ,             ,             ,             ,             ,             ,             ,             ,             ,             ,             ,             ,             ,             ,             ,             
20 Jun 2019 15:56:26:0907,   ,             5102019,                3.2,             0x5145A083,   ,             1.4,             3132019,                0x89C9C5D5,   ,             15.01,             15.01,             15.01,             3182019,        ,             RM_MODE,         NO REQ,                         19.95,         ,             TRUE,                       1.00,                    101.00,                   371.60,                  ,             5.70,                    5.70,                    ,             15.53,            8443.00,               .00,                 ,             2777.70,              152,               152,                        SYS_NORMAL,         APPLY_EBRKS,          TRUE,                   ,             ALL_CLOSED,   FALSE,              FALSE,               SYS_NORMAL,        ,             ,             5.70,                    5.70,                    102.00,                     74.30,                  ,             LOSS_VZERO_SPD,           5.00,             ,             ,             ,             ,             ,             ,             ,             ,             ,             ,             ,             ,             ,             ,             ,             ,             ,             ,             ,             ,             ,             ,             ,             ,             ,             ,             ,             ,             ,             ,             
20 Jun 2019 15:56:26:0977,   ,             5102019,                3.2,             0x5145A083,   ,             1.4,             3132019,                0x89C9C5D5,   ,             15.01,             15.01,             15.01,             3182019,        ,             RM_MODE,         NO REQ,                         19.76,         ,             TRUE,                       1.00,                    101.00,                   374.30,                  ,             5.90,                    5.90,                    ,             15.53,            8440.10,               .00,                 ,             2775.00,              152,               152,                        SYS_NORMAL,         APPLY_EBRKS,          TRUE,                   ,             ALL_CLOSED,   FALSE,              FALSE,               SYS_NORMAL,        ,             ,             5.90,                    5.90,                    102.00,                     77.20,                  ,             LOSS_VZERO_SPD,           5.00,             ,             ,             ,             ,             ,             ,             ,             ,             ,             ,             ,             ,             ,             ,             ,             ,             ,             ,             ,             ,             ,             ,             ,             ,             ,             ,             ,             ,             ,             ,             
20 Jun 2019 15:56:27:0047,   ,             5102019,                3.2,             0x5145A083,   ,             1.4,             3132019,                0x89C9C5D5,   ,             15.01,             15.01,             15.01,             3182019,        ,             RM_MODE,         NO REQ,                         19.53,         ,             TRUE,                       1.00,                    101.00,                   377.00,                  ,             6.10,                    6.10,                    ,             15.53,            8437.30,               .00,                 ,             2772.30,              152,               152,                        SYS_NORMAL,         APPLY_EBRKS,          TRUE,                   ,             ALL_CLOSED,   FALSE,              FALSE,               SYS_NORMAL,        ,             ,             6.10,                    6.10,                    102.00,                     80.00,                  ,             LOSS_VZERO_SPD,           5.00,             ,             ,             ,             ,             ,             ,             ,             ,             ,             ,             ,             ,             ,             ,             ,             ,             ,             ,             ,             ,             ,             ,             ,             ,             ,             ,             ,             ,             ,             ,             
20 Jun 2019 15:56:27:0117,   ,             5102019,                3.2,             0x5145A083,   ,             1.4,             3132019,                0x89C9C5D5,   ,             15.01,             15.01,             15.01,             3182019,        ,             RM_MODE,         NO REQ,                         19.53,         ,             TRUE,                       1.00,                    101.00,                   377.00,                  ,             6.10,                    6.10,                    ,             15.53,            8437.30,               .00,                 ,             2772.30,              152,               152,                        SYS_NORMAL,         APPLY_EBRKS,          TRUE,                   ,             ALL_CLOSED,   FALSE,              FALSE,               SYS_NORMAL,        ,             ,             6.10,                    6.10,                    102.00,                     80.00,                  ,             LOSS_VZERO_SPD,           5.00,             ,             ,             ,             ,             ,             ,             ,             ,             ,             ,             ,             ,             ,             ,             ,             ,             ,             ,             ,             ,             ,             ,             ,             ,             ,             ,             ,             ,             ,             ,             
20 Jun 2019 15:56:27:0177,   ,             5102019,                3.2,             0x5145A083,   ,             1.4,             3132019,                0x89C9C5D5,   ,             15.01,             15.01,             15.01,             3182019,        ,             RM_MODE,         NO REQ,                         19.31,         ,             TRUE,                       1.00,                    101.00,                   379.60,                  ,             6.20,                    6.20,                    ,             15.53,            8434.40,               .00,                 ,             2769.70,              152,               152,                        SYS_NORMAL,         APPLY_EBRKS,          TRUE,                   ,             ALL_CLOSED,   FALSE,              FALSE,               SYS_NORMAL,        ,             ,             6.20,                    6.20,                    102.00,                     82.90,                  ,             LOSS_VZERO_SPD,           5.00,             ,             ,             ,             ,             ,             ,             ,             ,             ,             ,             ,             ,             ,             ,             ,             ,             ,             ,             ,             ,             ,             ,             ,             ,             ,             ,             ,             ,             ,             ,             
20 Jun 2019 15:56:27:0237,   ,             5102019,                3.2,             0x5145A083,   ,             1.4,             3132019,                0x89C9C5D5,   ,             15.01,             15.01,             15.01,             3182019,        ,             RM_MODE,         NO REQ,                         19.12,         ,             TRUE,                       1.00,                    101.00,                   382.30,                  ,             6.40,                    6.40,                    ,             15.53,            8431.70,               .00,                 ,             2767.00,              152,               152,                        SYS_NORMAL,         APPLY_EBRKS,          TRUE,                   ,             ALL_CLOSED,   FALSE,              FALSE,               SYS_NORMAL,        ,             ,             6.40,                    6.40,                    102.00,                     85.60,                  ,             LOSS_VZERO_SPD,           5.00,             ,             ,             ,             ,             ,             ,             ,             ,             ,             ,             ,             ,             ,             ,             ,             ,             ,             ,             ,             ,             ,             ,             ,             ,             ,             ,             ,             ,             ,             ,             
20 Jun 2019 15:56:27:0297,   ,             5102019,                3.2,             0x5145A083,   ,             1.4,             3132019,                0x89C9C5D5,   ,             15.01,             15.01,             15.01,             3182019,        ,             RM_MODE,         NO REQ,                         19.12,         ,             TRUE,                       1.00,                    101.00,                   382.30,                  ,             6.40,                    6.40,                    ,             15.53,            8431.70,               .00,                 ,             2767.00,              152,               152,                        SYS_NORMAL,         APPLY_EBRKS,          TRUE,                   ,             ALL_CLOSED,   FALSE,              FALSE,               SYS_NORMAL,        ,             ,             6.40,                    6.40,                    102.00,                     85.60,                  ,             LOSS_VZERO_SPD,           5.00,             ,             ,             ,             ,             ,             ,             ,             ,             ,             ,             ,             ,             ,             ,             ,             ,             ,             ,             ,             ,             ,             ,             ,             ,             ,             ,             ,             ,             ,             ,             
20 Jun 2019 15:56:27:0367,   ,             5102019,                3.2,             0x5145A083,   ,             1.4,             3132019,                0x89C9C5D5,   ,             15.01,             15.01,             15.01,             3182019,        ,             RM_MODE,         NO REQ,                         18.86,         ,             TRUE,                       1.00,                    101.00,                   384.90,                  ,             6.50,                    6.50,                    ,             15.53,            8428.90,               .00,                 ,             2764.40,              152,               152,                        SYS_NORMAL,         APPLY_EBRKS,          TRUE,                   ,             ALL_CLOSED,   FALSE,              FALSE,               SYS_NORMAL,        ,             ,             6.50,                    6.50,                    102.00,                     88.40,                  ,             LOSS_VZERO_SPD,           5.00,             ,             ,             ,             ,             ,             ,             ,             ,             ,             ,             ,             ,             ,             ,             ,             ,             ,             ,             ,             ,             ,             ,             ,             ,             ,             ,             ,             ,             ,             ,             
20 Jun 2019 15:56:27:0427,   ,             5102019,                3.2,             0x5145A083,   ,             1.4,             3132019,                0x89C9C5D5,   ,             15.01,             15.01,             15.01,             3182019,        ,             RM_MODE,         NO REQ,                         18.60,         ,             TRUE,                       1.00,                    101.00,                   387.40,                  ,             6.70,                    6.70,                    ,             15.53,            8426.20,               .00,                 ,             2761.90,              152,               152,                        SYS_NORMAL,         APPLY_EBRKS,          TRUE,                   ,             ALL_CLOSED,   FALSE,              FALSE,               SYS_NORMAL,        ,             ,             6.70,                    6.70,                    102.00,                     91.10,                  ,             LOSS_VZERO_SPD,           5.00,             ,             ,             ,             ,             ,             ,             ,             ,             ,             ,             ,             ,             ,             ,             ,             ,             ,             ,             ,             ,             ,             ,             ,             ,             ,             ,             ,             ,             ,             ,             
20 Jun 2019 15:56:27:0487,   ,             5102019,                3.2,             0x5145A083,   ,             1.4,             3132019,                0x89C9C5D5,   ,             15.01,             15.01,             15.01,             3182019,        ,             RM_MODE,         NO REQ,                         18.60,         ,             TRUE,                       1.00,                    101.00,                   387.40,                  ,             6.70,                    6.70,                    ,             15.53,            8426.20,               .00,                 ,             2761.90,              152,               152,                        SYS_NORMAL,         APPLY_EBRKS,          TRUE,                   ,             ALL_CLOSED,   FALSE,              FALSE,               SYS_NORMAL,        ,             ,             6.70,                    6.70,                    102.00,                     91.10,                  ,             LOSS_VZERO_SPD,           5.00,             ,             ,             ,             ,             ,             ,             ,             ,             ,             ,             ,             ,             ,             ,             ,             ,             ,             ,             ,             ,             ,             ,             ,             ,             ,             ,             ,             ,             ,             ,             
20 Jun 2019 15:56:27:0547,   ,             5102019,                3.2,             0x5145A083,   ,             1.4,             3132019,                0x89C9C5D5,   ,             15.01,             15.01,             15.01,             3182019,        ,             RM_MODE,         NO REQ,                         18.48,         ,             TRUE,                       1.00,                    101.00,                   389.90,                  ,             6.80,                    6.80,                    ,             15.53,            8423.50,               .00,                 ,             2759.40,              152,               152,                        SYS_NORMAL,         APPLY_EBRKS,          TRUE,                   ,             ALL_CLOSED,   FALSE,              FALSE,               SYS_NORMAL,        ,             ,             6.80,                    6.80,                    102.00,                     93.80,                  ,             LOSS_VZERO_SPD,           5.00,             ,             ,             ,             ,             ,             ,             ,             ,             ,             ,             ,             ,             ,             ,             ,             ,             ,             ,             ,             ,             ,             ,             ,             ,             ,             ,             ,             ,             ,             ,             
20 Jun 2019 15:56:27:0617,   ,             5102019,                3.2,             0x5145A083,   ,             1.4,             3132019,                0x89C9C5D5,   ,             15.01,             15.01,             15.01,             3182019,        ,             RM_MODE,         NO REQ,                         18.30,         ,             TRUE,                       1.00,                    101.00,                   391.60,                  ,             6.90,                    6.90,                    ,             15.53,            8421.70,               .00,                 ,             2757.70,              152,               152,                        SYS_NORMAL,         APPLY_EBRKS,          TRUE,                   ,             ALL_CLOSED,   FALSE,              FALSE,               SYS_NORMAL,        ,             ,             6.90,                    6.90,                    102.00,                     95.60,                  ,             LOSS_VZERO_SPD,           5.00,             ,             ,             ,             ,             ,             ,             ,             ,             ,             ,             ,             ,             ,             ,             ,             ,             ,             ,             ,             ,             ,             ,             ,             ,             ,             ,             ,             ,             ,             ,             
20 Jun 2019 15:56:27:0687,   ,             5102019,                3.2,             0x5145A083,   ,             1.4,             3132019,                0x89C9C5D5,   ,             15.01,             15.01,             15.01,             3182019,        ,             RM_MODE,         NO REQ,                         18.03,         ,             TRUE,                       1.00,                    101.00,                   394.10,                  ,             7.10,                    7.10,                    ,             15.53,            8419.20,               .00,                 ,             2755.20,              152,               152,                        SYS_NORMAL,         APPLY_EBRKS,          TRUE,                   ,             ALL_CLOSED,   FALSE,              FALSE,               SYS_NORMAL,        ,             ,             7.10,                    7.10,                    102.00,                     98.10,                  ,             LOSS_VZERO_SPD,           5.00,             ,             ,             ,             ,             ,             ,             ,             ,             ,             ,             ,             ,             ,             ,             ,             ,             ,             ,             ,             ,             ,             ,             ,             ,             ,             ,             ,             ,             ,             ,             
20 Jun 2019 15:56:27:0757,   ,             5102019,                3.2,             0x5145A083,   ,             1.4,             3132019,                0x89C9C5D5,   ,             15.01,             15.01,             15.01,             3182019,        ,             RM_MODE,         NO REQ,                         18.03,         ,             TRUE,                       1.00,                    101.00,                   394.10,                  ,             7.10,                    7.10,                    ,             15.53,            8419.20,               .00,                 ,             2755.20,              152,               152,                        SYS_NORMAL,         APPLY_EBRKS,          TRUE,                   ,             ALL_CLOSED,   FALSE,              FALSE,               SYS_NORMAL,        ,             ,             7.10,                    7.10,                    102.00,                     98.10,                  ,             LOSS_VZERO_SPD,           5.00,             ,             ,             ,             ,             ,             ,             ,             ,             ,             ,             ,             ,             ,             ,             ,             ,             ,             ,             ,             ,             ,             ,             ,             ,             ,             ,             ,             ,             ,             ,             
20 Jun 2019 15:56:27:0817,   ,             5102019,                3.2,             0x5145A083,   ,             1.4,             3132019,                0x89C9C5D5,   ,             15.01,             15.01,             15.01,             3182019,        ,             RM_MODE,         NO REQ,                         17.88,         ,             TRUE,                       1.00,                    101.00,                   396.50,                  ,             7.20,                    7.20,                    ,             15.53,            8416.50,               .00,                 ,             2752.80,              152,               152,                        SYS_NORMAL,         APPLY_EBRKS,          TRUE,                   ,             ALL_CLOSED,   FALSE,              FALSE,               SYS_NORMAL,        ,             ,             7.20,                    7.20,                    102.00,                     100.80,                 ,             LOSS_VZERO_SPD,           5.00,             ,             ,             ,             ,             ,             ,             ,             ,             ,             ,             ,             ,             ,             ,             ,             ,             ,             ,             ,             ,             ,             ,             ,             ,             ,             ,             ,             ,             ,             ,             
20 Jun 2019 15:56:27:0897,   ,             5102019,                3.2,             0x5145A083,   ,             1.4,             3132019,                0x89C9C5D5,   ,             15.01,             15.01,             15.01,             3182019,        ,             RM_MODE,         NO REQ,                         17.62,         ,             TRUE,                       1.00,                    101.00,                   398.90,                  ,             7.40,                    7.40,                    ,             15.53,            8414.00,               .00,                 ,             2750.40,              152,               152,                        SYS_NORMAL,         APPLY_EBRKS,          TRUE,                   ,             ALL_CLOSED,   FALSE,              FALSE,               SYS_NORMAL,        ,             ,             7.40,                    7.40,                    102.00,                     103.30,                 ,             LOSS_VZERO_SPD,           5.00,             ,             ,             ,             ,             ,             ,             ,             ,             ,             ,             ,             ,             ,             ,             ,             ,             ,             ,             ,             ,             ,             ,             ,             ,             ,             ,             ,             ,             ,             ,             
20 Jun 2019 15:56:27:0957,   ,             5102019,                3.2,             0x5145A083,   ,             1.4,             3132019,                0x89C9C5D5,   ,             15.01,             15.01,             15.01,             3182019,        ,             RM_MODE,         NO REQ,                         17.62,         ,             TRUE,                       1.00,                    101.00,                   398.90,                  ,             7.40,                    7.40,                    ,             15.53,            8414.00,               .00,                 ,             2750.40,              152,               152,                        SYS_NORMAL,         APPLY_EBRKS,          TRUE,                   ,             ALL_CLOSED,   FALSE,              FALSE,               SYS_NORMAL,        ,             ,             7.40,                    7.40,                    102.00,                     103.30,                 ,             LOSS_VZERO_SPD,           5.00,             ,             ,             ,             ,             ,             ,             ,             ,             ,             ,             ,             ,             ,             ,             ,             ,             ,             ,             ,             ,             ,             ,             ,             ,             ,             ,             ,             ,             ,             ,             
20 Jun 2019 15:56:28:0017,   ,             5102019,                3.2,             0x5145A083,   ,             1.4,             3132019,                0x89C9C5D5,   ,             15.01,             15.01,             15.01,             3182019,        ,             RM_MODE,         NO REQ,                         17.36,         ,             TRUE,                       1.00,                    101.00,                   402.10,                  ,             7.60,                    7.60,                    ,             15.53,            8410.60,               .00,                 ,             2747.20,              152,               152,                        SYS_NORMAL,         APPLY_EBRKS,          TRUE,                   ,             ALL_CLOSED,   FALSE,              FALSE,               SYS_NORMAL,        ,             ,             7.60,                    7.60,                    102.00,                     106.70,                 ,             LOSS_VZERO_SPD,           5.00,             ,             ,             ,             ,             ,             ,             ,             ,             ,             ,             ,             ,             ,             ,             ,             ,             ,             ,             ,             ,             ,             ,             ,             ,             ,             ,             ,             ,             ,             ,             
20 Jun 2019 15:56:28:0147,   ,             5102019,                3.2,             0x5145A083,   ,             1.4,             3132019,                0x89C9C5D5,   ,             15.01,             15.01,             15.01,             3182019,        ,             RM_MODE,         NO REQ,                         17.06,         ,             TRUE,                       1.00,                    101.00,                   405.20,                  ,             7.80,                    7.80,                    ,             15.53,            8407.30,               .00,                 ,             2744.10,              152,               152,                        SYS_NORMAL,         APPLY_EBRKS,          TRUE,                   ,             ALL_CLOSED,   FALSE,              FALSE,               SYS_NORMAL,        ,             ,             7.80,                    7.80,                    102.00,                     110.00,                 ,             LOSS_VZERO_SPD,           5.00,             ,             ,             ,             ,             ,             ,             ,             ,             ,             ,             ,             ,             ,             ,             ,             ,             ,             ,             ,             ,             ,             ,             ,             ,             ,             ,             ,             ,             ,             ,             
20 Jun 2019 15:56:28:0207,   ,             5102019,                3.2,             0x5145A083,   ,             1.4,             3132019,                0x89C9C5D5,   ,             15.01,             15.01,             15.01,             3182019,        ,             RM_MODE,         NO REQ,                         17.06,         ,             TRUE,                       1.00,                    101.00,                   405.20,                  ,             7.80,                    7.80,                    ,             15.53,            8407.30,               .00,                 ,             2744.10,              152,               152,                        SYS_NORMAL,         APPLY_EBRKS,          TRUE,                   ,             ALL_CLOSED,   FALSE,              FALSE,               SYS_NORMAL,        ,             ,             7.80,                    7.80,                    102.00,                     110.00,                 ,             LOSS_VZERO_SPD,           5.00,             ,             ,             ,             ,             ,             ,             ,             ,             ,             ,             ,             ,             ,             ,             ,             ,             ,             ,             ,             ,             ,             ,             ,             ,             ,             ,             ,             ,             ,             ,             
20 Jun 2019 15:56:28:0267,   ,             5102019,                3.2,             0x5145A083,   ,             1.4,             3132019,                0x89C9C5D5,   ,             15.01,             15.01,             15.01,             3182019,        ,             RM_MODE,         NO REQ,                         16.80,         ,             TRUE,                       1.00,                    101.00,                   408.30,                  ,             7.90,                    7.90,                    ,             15.53,            8404.00,               .00,                 ,             2741.00,              152,               152,                        SYS_NORMAL,         APPLY_EBRKS,          TRUE,                   ,             ALL_CLOSED,   FALSE,              FALSE,               SYS_NORMAL,        ,             ,             7.90,                    7.90,                    102.00,                     113.30,                 ,             LOSS_VZERO_SPD,           5.00,             ,             ,             ,             ,             ,             ,             ,             ,             ,             ,             ,             ,             ,             ,             ,             ,             ,             ,             ,             ,             ,             ,             ,             ,             ,             ,             ,             ,             ,             ,             
20 Jun 2019 15:56:28:0357,   ,             5102019,                3.2,             0x5145A083,   ,             1.4,             3132019,                0x89C9C5D5,   ,             15.01,             15.01,             15.01,             3182019,        ,             RM_MODE,         NO REQ,                         16.53,         ,             TRUE,                       1.00,                    101.00,                   410.60,                  ,             8.10,                    8.10,                    ,             15.53,            8401.60,               .00,                 ,             2738.70,              152,               152,                        SYS_NORMAL,         APPLY_EBRKS,          TRUE,                   ,             ALL_CLOSED,   FALSE,              FALSE,               SYS_NORMAL,        ,             ,             8.10,                    8.10,                    102.00,                     115.70,                 ,             LOSS_VZERO_SPD,           5.00,             ,             ,             ,             ,             ,             ,             ,             ,             ,             ,             ,             ,             ,             ,             ,             ,             ,             ,             ,             ,             ,             ,             ,             ,             ,             ,             ,             ,             ,             ,             
20 Jun 2019 15:56:28:0427,   ,             5102019,                3.2,             0x5145A083,   ,             1.4,             3132019,                0x89C9C5D5,   ,             15.01,             15.01,             15.01,             3182019,        ,             RM_MODE,         NO REQ,                         16.53,         ,             TRUE,                       1.00,                    101.00,                   410.60,                  ,             8.10,                    8.10,                    ,             15.53,            8401.60,               .00,                 ,             2738.70,              152,               152,                        SYS_NORMAL,         APPLY_EBRKS,          TRUE,                   ,             ALL_CLOSED,   FALSE,              FALSE,               SYS_NORMAL,        ,             ,             8.10,                    8.10,                    102.00,                     115.70,                 ,             LOSS_VZERO_SPD,           5.00,             ,             ,             ,             ,             ,             ,             ,             ,             ,             ,             ,             ,             ,             ,             ,             ,             ,             ,             ,             ,             ,             ,             ,             ,             ,             ,             ,             ,             ,             ,             
20 Jun 2019 15:56:28:0487,   ,             5102019,                3.2,             0x5145A083,   ,             1.4,             3132019,                0x89C9C5D5,   ,             15.01,             15.01,             15.01,             3182019,        ,             RM_MODE,         NO REQ,                         16.23,         ,             TRUE,                       1.00,                    101.00,                   413.50,                  ,             8.30,                    8.30,                    ,             15.53,            8398.40,               .00,                 ,             2735.80,              152,               152,                        SYS_NORMAL,         APPLY_EBRKS,          TRUE,                   ,             ALL_CLOSED,   FALSE,              FALSE,               SYS_NORMAL,        ,             ,             8.30,                    8.30,                    102.00,                     118.90,                 ,             LOSS_VZERO_SPD,           5.00,             ,             ,             ,             ,             ,             ,             ,             ,             ,             ,             ,             ,             ,             ,             ,             ,             ,             ,             ,             ,             ,             ,             ,             ,             ,             ,             ,             ,             ,             ,             
20 Jun 2019 15:56:28:0547,   ,             5102019,                3.2,             0x5145A083,   ,             1.4,             3132019,                0x89C9C5D5,   ,             15.01,             15.01,             15.01,             3182019,        ,             RM_MODE,         NO REQ,                         16.05,         ,             TRUE,                       1.00,                    101.00,                   415.70,                  ,             8.40,                    8.40,                    ,             15.53,            8396.10,               .00,                 ,             2733.60,              152,               152,                        SYS_NORMAL,         APPLY_EBRKS,          TRUE,                   ,             ALL_CLOSED,   FALSE,              FALSE,               SYS_NORMAL,        ,             ,             8.40,                    8.40,                    102.00,                     121.20,                 ,             LOSS_VZERO_SPD,           5.00,             ,             ,             ,             ,             ,             ,             ,             ,             ,             ,             ,             ,             ,             ,             ,             ,             ,             ,             ,             ,             ,             ,             ,             ,             ,             ,             ,             ,             ,             ,             
