Msg ID;Time Stamp; PTU VAR 1 ; PTU VAR 2 ; PTU VAR 3 ; PTU VAR 4 ; PTU VAR 5 ; PTU VAR 6 ; PTU VAR 7 ; PTU VAR 8 ; PTU VAR 9 ; PTU VAR 10 ; PTU VAR 11 ; PTU VAR 12 ; PTU VAR 13 ; PTU VAR 14 ; PTU VAR 15 ; PTU VAR 16 ; PTU VAR 17 ; PTU VAR 18 ; PTU VAR 19 ; PTU VAR 20 ; PTU VAR 21 ; PTU VAR 22 ; PTU VAR 23 ; PTU VAR 24 ; PTU VAR 25 ; PTU VAR 26 ; PTU VAR 27 ; PTU VAR 28 ; PTU VAR 29 ; PTU VAR 30 ; PTU VAR 31 ; PTU VAR 32 ; PTU VAR 33 ; PTU VAR 34 ; PTU VAR 35 ; PTU VAR 36 ; PTU VAR 37 ; PTU VAR 38 ; PTU VAR 39 ; PTU VAR 40 ; PTU VAR 41 ; PTU VAR 42 ; PTU VAR 43 ; PTU VAR 44 ; PTU VAR 45 ; PTU VAR 46 ; PTU VAR 47 ; PTU VAR 48 ; PTU VAR 49 ; PTU VAR 50 ; PTU VAR 51 ; PTU VAR 52 ; PTU VAR 53 ; PTU VAR 54 ; PTU VAR 55 ; PTU VAR 56 ; PTU VAR 57 ; PTU VAR 58 ; PTU VAR 59 ; PTU VAR 60 ; PTU VAR 61 ; PTU VAR 62 ; PTU VAR 63 ; PTU VAR 64 ; PTU VAR 65 ; PTU VAR 66 ; PTU VAR 67 ; PTU VAR 68 ; PTU VAR 69 ; PTU VAR 70 ; PTU VAR 71 ; PTU VAR 72 ; PTU VAR 73 ; PTU VAR 74 ; PTU VAR 75 ; PTU VAR 76 ; PTU VAR 77 ; PTU VAR 78 ; PTU VAR 79 ; PTU VAR 80 
;;Distance To Station                     ;Actual Acceleration                     ;Command Acceleration                    ;Actual Speed                            ;Command Speed                           ;Tractive Effort Request                 ;Reference Velocity                      ;SSP - Warning Speed                     ;Station Target Speed                    ;TCMS Out Trc Brk Request                ;Command State                           ;Hold Train Command                      ;---;Debug 16                                ;Debug 15                                ;PI-Jerk Limit                           ;Debug 19                                ;Tail Footprint Packed                   ;Head Footprint Packed                   ;---;PI-Speed Error                          ;PI-Feed Forward Term                    ;PI-Proportional Term                    ;PI-Integral Term                        ;---;VATC Craddle Index                      ;Controlling ATC                         ;Actual Location Confirmed               ;Operating Mode                          ;Next Operating Mode                     ;Loss Of Comm With RATO                  ;Loss Of Comm With RATP                  ;Forward TL -ATP1                        ;Reverse TL -ATP1                        ;Reason For Emer Braking                 ;Manual Movement Authority               ;Driverless Movement Authority           ;Sleep Mode State                        ;TCMS In Train Weight                    ;Train Operator Mode Selection           ;Monitor Motion Mode                     ;Reason For Emer Braking                 ;Override Tractive Effort Request        ;TCMS Out Trc Brk Request                ;Tractive Effort Request                 ;Hold In Station                         ;Command Direction                       ;Propulsion_Enabled-TL -ATP1             ;Propulsion Disabled                     ;Traction Enable TL -ATP1                ;Head Footprint-Segment ID               ;PI-Speed Error                          ;Operating Mode                          ;Position Error Forward                  ;Position Error Reverse                  ;Distance To Front CP                    ;Distance To Station                     ;Distance To Station MET                 ;Distance At Station                     ;Occupied Berths                         ;---;Debug 9                                 ;Debug 11                                ;RATO Database: PM Cruise Speed          ;RATO Database: PM Decel Rate            ;Emergency_Brake_TL_Status -ATP1         ;Loss Of Comm With RATO                  ;Loss Of Comm With RATP                  ;PI- Test Password                       ;PI- Power Prop -Startup                 ;PI- Power Int -Startup                  ;PI- Brake Prop -Station                 ;PI- Brake Int -Station                  ;Calib Tachs Completed Level             ;PI- Power Prop                          ;PI- Power Int                           ;PI- Brake Prop                          ;PI- Brake Int                           ;PI- Brake Feed Fwd                      ;PI- Power Feed Fwd                      
235;26 Feb 2018 00:55:40:0892;10.1;-0.944;-1.12;3.42;3.44;-7613;28.58;28.58;3.47;-386;STN_STOPPING;FALSO;;0;0;781;0;10220476.7;10220052.3;;0.01;-8400;78;709;;VATC_A;VERDADERO;VERDADERO;UTO_MODE;UTO_MODE;FALSO;FALSO;FALSO;VERDADERO;BRAKES_OK;VERDADERO;VERDADERO;ON;179.04;NO REQ;PERMT_MOVEMT;BRAKES_OK;0;-386;-7613;FALSO;SYS_REVERSE;FALSO;FALSO;VERDADERO;22;0.01;UTO_MODE;0.8;0.8;3840;10.1;3;0;0x0;;0;0;100;100;VERDADERO;FALSO;FALSO;15236;4500;0;6500;30;LEVEL_2;4500;0;7000;40;7500;8000
236;26 Feb 2018 00:55:40:0983;9.7;-0.945;-1.11;3.35;3.32;-7779;28.58;28.58;3.36;-395;STN_STOPPING;FALSO;;0;0;781;0;10220476.4;10220052;;-0.03;-8325;-162;708;;VATC_A;VERDADERO;VERDADERO;UTO_MODE;UTO_MODE;FALSO;FALSO;FALSO;VERDADERO;BRAKES_OK;VERDADERO;VERDADERO;ON;179.04;NO REQ;PERMT_MOVEMT;BRAKES_OK;0;-395;-7779;FALSO;SYS_REVERSE;FALSO;FALSO;VERDADERO;22;-0.03;UTO_MODE;0.8;0.8;3839.7;9.7;2.9;0;0x0;;0;0;100;100;VERDADERO;FALSO;FALSO;15236;4500;0;6500;30;LEVEL_2;4500;0;7000;40;7500;8000
237;26 Feb 2018 00:55:41:0033;9.7;-0.945;-1.11;3.35;3.32;-7779;28.58;28.58;3.36;-395;STN_STOPPING;FALSO;;0;0;781;0;10220476.4;10220052;;-0.03;-8325;-162;708;;VATC_A;VERDADERO;VERDADERO;UTO_MODE;UTO_MODE;FALSO;FALSO;FALSO;VERDADERO;BRAKES_OK;VERDADERO;VERDADERO;ON;179.04;NO REQ;PERMT_MOVEMT;BRAKES_OK;0;-395;-7779;FALSO;SYS_REVERSE;FALSO;FALSO;VERDADERO;22;-0.03;UTO_MODE;0.8;0.8;3839.7;9.7;2.9;0;0x0;;0;0;100;100;VERDADERO;FALSO;FALSO;15236;4500;0;6500;30;LEVEL_2;4500;0;7000;40;7500;8000
238;26 Feb 2018 00:55:41:0093;9.2;-0.996;-1.08;3.19;3.2;-7304;28.58;28.58;3.24;-371;STN_STOPPING;FALSO;;0;0;781;0;10220475.8;10220051.4;;0.01;-8100;91;705;;VATC_A;VERDADERO;VERDADERO;UTO_MODE;UTO_MODE;FALSO;FALSO;FALSO;VERDADERO;BRAKES_OK;VERDADERO;VERDADERO;ON;179.04;NO REQ;PERMT_MOVEMT;BRAKES_OK;0;-371;-7304;FALSO;SYS_REVERSE;FALSO;FALSO;VERDADERO;22;0.01;UTO_MODE;0.8;0.8;3839.1;9.2;2.8;0;0x0;;0;0;100;100;VERDADERO;FALSO;FALSO;15236;4500;0;6500;30;LEVEL_2;4500;0;7000;40;7500;8000
239;26 Feb 2018 00:55:41:0173;8.7;-0.893;-1.06;3.11;3.08;-7431;28.58;28.58;3.12;-377;STN_STOPPING;FALSO;;0;0;781;0;10220475.4;10220051;;-0.03;-7950;-182;701;;VATC_A;VERDADERO;VERDADERO;UTO_MODE;UTO_MODE;FALSO;FALSO;FALSO;VERDADERO;BRAKES_OK;VERDADERO;VERDADERO;ON;179.04;NO REQ;PERMT_MOVEMT;BRAKES_OK;0;-377;-7431;FALSO;SYS_REVERSE;FALSO;FALSO;VERDADERO;22;-0.03;UTO_MODE;0.8;0.8;3838.7;8.7;2.6;0;0x0;;0;0;100;100;VERDADERO;FALSO;FALSO;15236;4500;0;6500;30;LEVEL_2;4500;0;7000;40;7500;8000
240;26 Feb 2018 00:55:41:0273;8.3;-0.892;-1.05;2.99;2.96;-7381;28.58;28.58;2.99;-374;STN_STOPPING;FALSO;;0;0;781;0;10220475;10220050.6;;-0.03;-7875;-208;702;;VATC_A;VERDADERO;VERDADERO;UTO_MODE;UTO_MODE;FALSO;FALSO;FALSO;VERDADERO;BRAKES_OK;VERDADERO;VERDADERO;ON;179.04;NO REQ;PERMT_MOVEMT;BRAKES_OK;0;-374;-7381;FALSO;SYS_REVERSE;FALSO;FALSO;VERDADERO;22;-0.03;UTO_MODE;0.8;0.8;3838.3;8.3;2.5;0;0x0;;0;0;100;100;VERDADERO;FALSO;FALSO;15236;4500;0;6500;30;LEVEL_2;4500;0;7000;40;7500;8000
241;26 Feb 2018 00:55:41:0363;7.9;-0.944;-1.03;2.87;2.83;-7284;28.58;28.58;2.87;-370;STN_STOPPING;FALSO;;0;0;781;0;10220474.6;10220050.2;;-0.04;-7725;-260;701;;VATC_A;VERDADERO;VERDADERO;UTO_MODE;UTO_MODE;FALSO;FALSO;FALSO;VERDADERO;BRAKES_OK;VERDADERO;VERDADERO;ON;179.04;NO REQ;PERMT_MOVEMT;BRAKES_OK;0;-370;-7284;FALSO;SYS_REVERSE;FALSO;FALSO;VERDADERO;22;-0.04;UTO_MODE;0.8;0.8;3837.9;7.9;2.4;0;0x0;;0;0;100;100;VERDADERO;FALSO;FALSO;15236;4500;0;6500;30;LEVEL_2;4500;0;7000;40;7500;8000
242;26 Feb 2018 00:55:41:0413;7.9;-0.944;-1.03;2.87;2.83;-7284;28.58;28.58;2.87;-370;STN_STOPPING;FALSO;;0;0;781;0;10220474.6;10220050.2;;-0.04;-7725;-260;701;;VATC_A;VERDADERO;VERDADERO;UTO_MODE;UTO_MODE;FALSO;FALSO;FALSO;VERDADERO;BRAKES_OK;VERDADERO;VERDADERO;ON;179.04;NO REQ;PERMT_MOVEMT;BRAKES_OK;0;-370;-7284;FALSO;SYS_REVERSE;FALSO;FALSO;VERDADERO;22;-0.04;UTO_MODE;0.8;0.8;3837.9;7.9;2.4;0;0x0;;0;0;100;100;VERDADERO;FALSO;FALSO;15236;4500;0;6500;30;LEVEL_2;4500;0;7000;40;7500;8000
243;26 Feb 2018 00:55:41:0463;7.6;-0.944;-1.01;2.83;2.83;-6875;28.58;28.58;2.87;-349;STN_STOPPING;FALSO;;0;0;781;0;10220474.2;10220049.8;;0;-7575;0;700;;VATC_A;VERDADERO;VERDADERO;UTO_MODE;UTO_MODE;FALSO;FALSO;FALSO;VERDADERO;BRAKES_OK;VERDADERO;VERDADERO;ON;179.04;NO REQ;PERMT_MOVEMT;BRAKES_OK;0;-349;-6875;FALSO;SYS_REVERSE;FALSO;FALSO;VERDADERO;22;0;UTO_MODE;0.8;0.8;3837.5;7.6;2.3;0;0x0;;0;0;100;100;VERDADERO;FALSO;FALSO;15236;4500;0;6500;30;LEVEL_2;4500;0;7000;40;7500;8000
244;26 Feb 2018 00:55:41:0553;7.2;-1.05;-0.99;2.76;2.71;-7056;28.58;28.58;2.74;-358;STN_STOPPING;FALSO;;0;0;781;0;10220473.8;10220049.4;;-0.05;-7425;-325;694;;VATC_A;VERDADERO;VERDADERO;UTO_MODE;UTO_MODE;FALSO;FALSO;FALSO;VERDADERO;BRAKES_OK;VERDADERO;VERDADERO;ON;179.04;NO REQ;PERMT_MOVEMT;BRAKES_OK;0;-358;-7056;FALSO;SYS_REVERSE;FALSO;FALSO;VERDADERO;22;-0.05;UTO_MODE;0.8;0.8;3837.1;7.2;2.1;0;0x0;;0;0;100;100;VERDADERO;FALSO;FALSO;15236;4500;0;6500;30;LEVEL_2;4500;0;7000;40;7500;8000
245;26 Feb 2018 00:55:41:0643;6.8;-1.049;-0.97;2.6;2.57;-6738;28.58;28.58;2.61;-342;STN_STOPPING;FALSO;;0;0;781;0;10220473.5;10220048.9;;-0.02;-7275;-156;693;;VATC_A;VERDADERO;VERDADERO;UTO_MODE;UTO_MODE;FALSO;FALSO;FALSO;VERDADERO;BRAKES_OK;VERDADERO;VERDADERO;ON;179.04;NO REQ;PERMT_MOVEMT;BRAKES_OK;0;-342;-6738;FALSO;SYS_REVERSE;FALSO;FALSO;VERDADERO;22;-0.02;UTO_MODE;0.9;0.9;3836.6;6.8;2;0;0x0;;0;0;100;100;VERDADERO;FALSO;FALSO;15236;4500;0;6500;30;LEVEL_2;4500;0;7000;40;7500;8000
246;26 Feb 2018 00:55:41:0694;6.8;-1.049;-0.97;2.6;2.57;-6738;28.58;28.58;2.61;-342;STN_STOPPING;FALSO;;0;0;781;0;10220473.5;10220048.9;;-0.02;-7275;-156;693;;VATC_A;VERDADERO;VERDADERO;UTO_MODE;UTO_MODE;FALSO;FALSO;FALSO;VERDADERO;BRAKES_OK;VERDADERO;VERDADERO;ON;179.04;NO REQ;PERMT_MOVEMT;BRAKES_OK;0;-342;-6738;FALSO;SYS_REVERSE;FALSO;FALSO;VERDADERO;22;-0.02;UTO_MODE;0.9;0.9;3836.6;6.8;2;0;0x0;;0;0;100;100;VERDADERO;FALSO;FALSO;15236;4500;0;6500;30;LEVEL_2;4500;0;7000;40;7500;8000
247;26 Feb 2018 00:55:41:0754;6.5;-1.049;-0.95;2.56;2.44;-7202;28.58;28.58;2.47;-365;STN_STOPPING;FALSO;;0;0;781;0;10220473.2;10220048.6;;-0.12;-7125;-767;690;;VATC_A;VERDADERO;VERDADERO;UTO_MODE;UTO_MODE;FALSO;FALSO;FALSO;VERDADERO;BRAKES_OK;VERDADERO;VERDADERO;ON;179.04;NO REQ;PERMT_MOVEMT;BRAKES_OK;0;-365;-7202;FALSO;SYS_REVERSE;FALSO;FALSO;VERDADERO;22;-0.12;UTO_MODE;0.9;0.9;3836.3;6.5;1.9;0;0x0;;0;0;100;100;VERDADERO;FALSO;FALSO;15236;4500;0;6500;30;LEVEL_2;4500;0;7000;40;7500;8000
248;26 Feb 2018 00:55:41:0834;6.1;-0.945;-0.93;2.44;2.44;-6288;28.58;28.58;2.47;-319;STN_STOPPING;FALSO;;0;0;781;0;10220472.9;10220048.3;;0;-6975;0;687;;VATC_A;VERDADERO;VERDADERO;UTO_MODE;UTO_MODE;FALSO;FALSO;FALSO;VERDADERO;BRAKES_OK;VERDADERO;VERDADERO;ON;179.04;NO REQ;PERMT_MOVEMT;BRAKES_OK;0;-319;-6288;FALSO;SYS_REVERSE;FALSO;FALSO;VERDADERO;22;0;UTO_MODE;0.9;0.9;3836;6.1;1.8;0;0x0;;0;0;100;100;VERDADERO;FALSO;FALSO;15236;4500;0;6500;30;LEVEL_2;4500;0;7000;40;7500;8000
249;26 Feb 2018 00:55:41:0884;6.1;-0.945;-0.93;2.44;2.44;-6288;28.58;28.58;2.47;-319;STN_STOPPING;FALSO;;0;0;781;0;10220472.9;10220048.3;;0;-6975;0;687;;VATC_A;VERDADERO;VERDADERO;UTO_MODE;UTO_MODE;FALSO;FALSO;FALSO;VERDADERO;BRAKES_OK;VERDADERO;VERDADERO;ON;179.04;NO REQ;PERMT_MOVEMT;BRAKES_OK;0;-319;-6288;FALSO;SYS_REVERSE;FALSO;FALSO;VERDADERO;22;0;UTO_MODE;0.9;0.9;3836;6.1;1.8;0;0x0;;0;0;100;100;VERDADERO;FALSO;FALSO;15236;4500;0;6500;30;LEVEL_2;4500;0;7000;40;7500;8000
250;26 Feb 2018 00:55:41:0934;5.8;-0.944;-0.91;2.36;2.3;-6534;28.58;28.58;2.33;-331;STN_STOPPING;FALSO;;0;0;781;0;10220472.5;10220047.9;;-0.06;-6825;-390;681;;VATC_A;VERDADERO;VERDADERO;UTO_MODE;UTO_MODE;FALSO;FALSO;FALSO;VERDADERO;BRAKES_OK;VERDADERO;VERDADERO;ON;179.04;NO REQ;PERMT_MOVEMT;BRAKES_OK;0;-331;-6534;FALSO;SYS_REVERSE;FALSO;FALSO;VERDADERO;22;-0.06;UTO_MODE;0.9;0.9;3835.6;5.8;1.7;0;0x0;;0;0;100;100;VERDADERO;FALSO;FALSO;15236;4500;0;6500;30;LEVEL_2;4500;0;7000;40;7500;8000
251;26 Feb 2018 00:55:42:0024;5.5;-0.997;-0.9;2.24;2.16;-6623;28.58;28.58;2.19;-336;STN_STOPPING;FALSO;;0;0;781;0;10220472.2;10220047.6;;-0.09;-6750;-552;679;;VATC_A;VERDADERO;VERDADERO;UTO_MODE;UTO_MODE;FALSO;FALSO;FALSO;VERDADERO;BRAKES_OK;VERDADERO;VERDADERO;ON;179.04;NO REQ;PERMT_MOVEMT;BRAKES_OK;0;-336;-6623;FALSO;SYS_REVERSE;FALSO;FALSO;VERDADERO;22;-0.09;UTO_MODE;0.9;0.9;3835.3;5.5;1.6;0;0x0;;0;0;100;100;VERDADERO;FALSO;FALSO;15236;4500;0;6500;30;LEVEL_2;4500;0;7000;40;7500;8000
252;26 Feb 2018 00:55:42:0074;5.5;-0.997;-0.9;2.24;2.16;-6623;28.58;28.58;2.19;-336;STN_STOPPING;FALSO;;0;0;781;0;10220472.2;10220047.6;;-0.09;-6750;-552;679;;VATC_A;VERDADERO;VERDADERO;UTO_MODE;UTO_MODE;FALSO;FALSO;FALSO;VERDADERO;BRAKES_OK;VERDADERO;VERDADERO;ON;179.04;NO REQ;PERMT_MOVEMT;BRAKES_OK;0;-336;-6623;FALSO;SYS_REVERSE;FALSO;FALSO;VERDADERO;22;-0.09;UTO_MODE;0.9;0.9;3835.3;5.5;1.6;0;0x0;;0;0;100;100;VERDADERO;FALSO;FALSO;15236;4500;0;6500;30;LEVEL_2;4500;0;7000;40;7500;8000
253;26 Feb 2018 00:55:42:0124;5.2;-0.997;-0.88;2.16;2.16;-5955;28.58;28.58;2.19;-302;STN_STOPPING;FALSO;;0;0;781;0;10220471.9;10220047.3;;-0.01;-6600;-32;677;;VATC_A;VERDADERO;VERDADERO;UTO_MODE;UTO_MODE;FALSO;FALSO;FALSO;VERDADERO;BRAKES_OK;VERDADERO;VERDADERO;ON;179.04;NO REQ;PERMT_MOVEMT;BRAKES_OK;0;-302;-5955;FALSO;SYS_REVERSE;FALSO;FALSO;VERDADERO;22;-0.01;UTO_MODE;0.9;0.9;3835;5.2;1.5;0;0x0;;0;0;100;100;VERDADERO;FALSO;FALSO;15236;4500;0;6500;30;LEVEL_2;4500;0;7000;40;7500;8000
254;26 Feb 2018 00:55:42:0214;5;-1.05;-0.86;2.09;2.01;-6251;28.58;28.58;2.04;-317;STN_STOPPING;FALSO;;0;0;781;0;10220471.6;10220047;;-0.07;-6450;-474;673;;VATC_A;VERDADERO;VERDADERO;UTO_MODE;UTO_MODE;FALSO;FALSO;FALSO;VERDADERO;BRAKES_OK;VERDADERO;VERDADERO;ON;179.04;NO REQ;PERMT_MOVEMT;BRAKES_OK;0;-317;-6251;FALSO;SYS_REVERSE;FALSO;FALSO;VERDADERO;22;-0.07;UTO_MODE;0.9;0.9;3834.7;5;1.5;0;0x0;;0;0;100;100;VERDADERO;FALSO;FALSO;15236;4500;0;6500;30;LEVEL_2;4500;0;7000;40;7500;8000
255;26 Feb 2018 00:55:42:0304;4.7;-0.944;-0.84;1.97;2.01;-5335;28.58;28.58;2.04;-271;STN_STOPPING;FALSO;;0;0;781;0;10220471.4;10220046.8;;0.05;-6300;292;673;;VATC_A;VERDADERO;VERDADERO;UTO_MODE;UTO_MODE;FALSO;FALSO;FALSO;VERDADERO;BRAKES_OK;VERDADERO;VERDADERO;ON;179.04;NO REQ;PERMT_MOVEMT;BRAKES_OK;0;-271;-5335;FALSO;SYS_REVERSE;FALSO;FALSO;VERDADERO;22;0.05;UTO_MODE;0.9;0.9;3834.5;4.7;1.4;0;0x0;;0;0;100;100;VERDADERO;FALSO;FALSO;15236;4500;0;6500;30;LEVEL_2;4500;0;7000;40;7500;8000
256;26 Feb 2018 00:55:42:0395;4.4;-1.05;-0.82;1.89;1.86;-5671;28.58;28.58;1.89;-288;STN_STOPPING;FALSO;;0;0;781;0;10220471.1;10220046.5;;-0.03;-6150;-195;674;;VATC_A;VERDADERO;VERDADERO;UTO_MODE;UTO_MODE;FALSO;FALSO;FALSO;VERDADERO;BRAKES_OK;VERDADERO;VERDADERO;ON;179.04;NO REQ;PERMT_MOVEMT;BRAKES_OK;0;-288;-5671;FALSO;SYS_REVERSE;FALSO;FALSO;VERDADERO;22;-0.03;UTO_MODE;0.9;0.9;3834.2;4.4;1.3;0;0x0;;0;0;100;100;VERDADERO;FALSO;FALSO;15236;4500;0;6500;30;LEVEL_2;4500;0;7000;40;7500;8000
257;26 Feb 2018 00:55:42:0485;4.3;-1.049;-0.81;1.81;1.86;-5081;28.58;28.58;1.89;-258;STN_STOPPING;FALSO;;0;0;781;0;10220471;10220046.4;;0.05;-6075;318;676;;VATC_A;VERDADERO;VERDADERO;UTO_MODE;UTO_MODE;FALSO;FALSO;FALSO;VERDADERO;BRAKES_OK;VERDADERO;VERDADERO;ON;179.04;NO REQ;PERMT_MOVEMT;BRAKES_OK;0;-258;-5081;FALSO;SYS_REVERSE;FALSO;FALSO;VERDADERO;22;0.05;UTO_MODE;0.9;0.9;3834.1;4.3;1.3;0;0x0;;0;0;100;100;VERDADERO;FALSO;FALSO;15236;4500;0;6500;30;LEVEL_2;4500;0;7000;40;7500;8000
258;26 Feb 2018 00:55:42:0585;4;-1.049;-0.79;1.69;1.7;-5199;28.58;28.58;1.72;-264;STN_STOPPING;FALSO;;0;0;781;0;10220470.7;10220046.1;;0.01;-5925;45;681;;VATC_A;VERDADERO;VERDADERO;UTO_MODE;UTO_MODE;FALSO;FALSO;FALSO;VERDADERO;BRAKES_OK;VERDADERO;VERDADERO;ON;179.04;NO REQ;PERMT_MOVEMT;BRAKES_OK;0;-264;-5199;FALSO;SYS_REVERSE;FALSO;FALSO;VERDADERO;22;0.01;UTO_MODE;0.9;0.9;3833.8;4;1.2;0;0x0;;0;0;100;100;VERDADERO;FALSO;FALSO;15236;4500;0;6500;30;LEVEL_2;4500;0;7000;40;7500;8000
259;26 Feb 2018 00:55:42:0635;4;-1.049;-0.79;1.69;1.7;-5199;28.58;28.58;1.72;-264;STN_STOPPING;FALSO;;0;0;781;0;10220470.7;10220046.1;;0.01;-5925;45;681;;VATC_A;VERDADERO;VERDADERO;UTO_MODE;UTO_MODE;FALSO;FALSO;FALSO;VERDADERO;BRAKES_OK;VERDADERO;VERDADERO;ON;179.04;NO REQ;PERMT_MOVEMT;BRAKES_OK;0;-264;-5199;FALSO;SYS_REVERSE;FALSO;FALSO;VERDADERO;22;0.01;UTO_MODE;0.9;0.9;3833.8;4;1.2;0;0x0;;0;0;100;100;VERDADERO;FALSO;FALSO;15236;4500;0;6500;30;LEVEL_2;4500;0;7000;40;7500;8000
260;26 Feb 2018 00:55:42:0685;3.8;-1.102;-0.76;1.57;1.7;-4199;28.58;28.58;1.72;-213;STN_STOPPING;FALSO;;0;0;781;0;10220470.4;10220045.8;;0.13;-5700;812;689;;VATC_A;VERDADERO;VERDADERO;UTO_MODE;UTO_MODE;FALSO;FALSO;FALSO;VERDADERO;BRAKES_OK;VERDADERO;VERDADERO;ON;179.04;NO REQ;PERMT_MOVEMT;BRAKES_OK;0;-213;-4199;FALSO;SYS_REVERSE;FALSO;FALSO;VERDADERO;22;0.13;UTO_MODE;0.9;0.9;3833.5;3.8;1.1;0;0x0;;0;0;100;100;VERDADERO;FALSO;FALSO;15236;4500;0;6500;30;LEVEL_2;4500;0;7000;40;7500;8000
261;26 Feb 2018 00:55:42:0775;3.6;-1.049;-0.75;1.42;1.7;-3077;28.58;28.58;1.72;-156;STN_STOPPING;FALSO;;0;0;781;0;10220470.3;10220045.5;;0.28;-5625;1839;709;;VATC_A;VERDADERO;VERDADERO;UTO_MODE;UTO_MODE;FALSO;FALSO;FALSO;VERDADERO;BRAKES_OK;VERDADERO;VERDADERO;ON;179.04;NO REQ;PERMT_MOVEMT;BRAKES_OK;0;-156;-3077;FALSO;SYS_REVERSE;FALSO;FALSO;VERDADERO;22;0.28;UTO_MODE;1;1;3833.2;3.6;1;0;0x0;;0;0;100;100;VERDADERO;FALSO;FALSO;15236;4500;0;6500;30;LEVEL_2;4500;0;7000;40;7500;8000
262;26 Feb 2018 00:55:42:0865;3.4;-1.049;-0.73;1.38;1.53;-3742;28.58;28.58;1.56;-190;STN_STOPPING;FALSO;;0;0;781;0;10220470.1;10220045.3;;0.16;-5475;1014;719;;VATC_A;VERDADERO;VERDADERO;UTO_MODE;UTO_MODE;FALSO;FALSO;FALSO;VERDADERO;BRAKES_OK;VERDADERO;VERDADERO;ON;179.04;NO REQ;PERMT_MOVEMT;BRAKES_OK;0;-190;-3742;FALSO;SYS_REVERSE;FALSO;FALSO;VERDADERO;22;0.16;UTO_MODE;1;1;3833;3.4;1;0;0x0;;0;0;100;100;VERDADERO;FALSO;FALSO;15236;4500;0;6500;30;LEVEL_2;4500;0;7000;40;7500;8000
263;26 Feb 2018 00:55:42:0915;3.4;-1.049;-0.73;1.38;1.53;-3742;28.58;28.58;1.56;-190;STN_STOPPING;FALSO;;0;0;781;0;10220470.1;10220045.3;;0.16;-5475;1014;719;;VATC_A;VERDADERO;VERDADERO;UTO_MODE;UTO_MODE;FALSO;FALSO;FALSO;VERDADERO;BRAKES_OK;VERDADERO;VERDADERO;ON;179.04;NO REQ;PERMT_MOVEMT;BRAKES_OK;0;-190;-3742;FALSO;SYS_REVERSE;FALSO;FALSO;VERDADERO;22;0.16;UTO_MODE;1;1;3833;3.4;1;0;0x0;;0;0;100;100;VERDADERO;FALSO;FALSO;15236;4500;0;6500;30;LEVEL_2;4500;0;7000;40;7500;8000
264;26 Feb 2018 00:55:42:0975;3.2;-1.154;-0.71;1.26;1.53;-2804;28.58;28.58;1.56;-142;STN_STOPPING;FALSO;;0;0;781;0;10220470;10220045.2;;0.27;-5325;1781;740;;VATC_A;VERDADERO;VERDADERO;UTO_MODE;UTO_MODE;FALSO;FALSO;FALSO;VERDADERO;BRAKES_OK;VERDADERO;VERDADERO;ON;179.04;NO REQ;PERMT_MOVEMT;BRAKES_OK;0;-142;-2804;FALSO;SYS_REVERSE;FALSO;FALSO;VERDADERO;22;0.27;UTO_MODE;1;1;3832.9;3.2;0.9;0;0x0;;0;0;100;100;VERDADERO;FALSO;FALSO;15236;4500;0;6500;30;LEVEL_2;4500;0;7000;40;7500;8000
265;26 Feb 2018 00:55:43:0066;3.1;-1.05;-0.69;1.18;1.53;-2105;28.58;28.58;1.56;-106;STN_STOPPING;FALSO;;0;0;781;0;10220469.8;10220045;;0.35;-5175;2301;769;;VATC_A;VERDADERO;VERDADERO;UTO_MODE;UTO_MODE;FALSO;FALSO;FALSO;VERDADERO;BRAKES_OK;VERDADERO;VERDADERO;ON;179.04;NO REQ;PERMT_MOVEMT;BRAKES_OK;0;-106;-2105;FALSO;SYS_REVERSE;FALSO;FALSO;VERDADERO;22;0.35;UTO_MODE;1;1;3832.7;3.1;0.9;0;0x0;;0;0;100;100;VERDADERO;FALSO;FALSO;15236;4500;0;6500;30;LEVEL_2;4500;0;7000;40;7500;8000
266;26 Feb 2018 00:55:43:0146;2.9;-1.049;-0.67;1.06;1.36;-2325;28.58;28.58;1.38;-118;STN_STOPPING;FALSO;;0;0;781;0;10220469.7;10220044.9;;0.29;-5025;1911;789;;VATC_A;VERDADERO;VERDADERO;UTO_MODE;UTO_MODE;FALSO;FALSO;FALSO;VERDADERO;BRAKES_OK;VERDADERO;VERDADERO;ON;179.04;NO REQ;PERMT_MOVEMT;BRAKES_OK;0;-118;-2325;FALSO;SYS_REVERSE;FALSO;FALSO;VERDADERO;22;0.29;UTO_MODE;1;1;3832.6;2.9;0.8;0;0x0;;0;0;100;100;VERDADERO;FALSO;FALSO;15236;4500;0;6500;30;LEVEL_2;4500;0;7000;40;7500;8000
