Msg ID;Time Stamp; PTU VAR 1 ; PTU VAR 2 ; PTU VAR 3 ; PTU VAR 4 ; PTU VAR 5 ; PTU VAR 6 ; PTU VAR 7 ; PTU VAR 8 ; PTU VAR 9 ; PTU VAR 10 ; PTU VAR 11 ; PTU VAR 12 ; PTU VAR 13 ; PTU VAR 14 ; PTU VAR 15 ; PTU VAR 16 ; PTU VAR 17 ; PTU VAR 18 ; PTU VAR 19 ; PTU VAR 20 ; PTU VAR 21 ; PTU VAR 22 ; PTU VAR 23 ; PTU VAR 24 ; PTU VAR 25 ; PTU VAR 26 ; PTU VAR 27 ; PTU VAR 28 ; PTU VAR 29 ; PTU VAR 30 ; PTU VAR 31 ; PTU VAR 32 ; PTU VAR 33 ; PTU VAR 34 ; PTU VAR 35 ; PTU VAR 36 ; PTU VAR 37 ; PTU VAR 38 ; PTU VAR 39 ; PTU VAR 40 ; PTU VAR 41 ; PTU VAR 42 ; PTU VAR 43 ; PTU VAR 44 ; PTU VAR 45 ; PTU VAR 46 ; PTU VAR 47 ; PTU VAR 48 ; PTU VAR 49 ; PTU VAR 50 ; PTU VAR 51 ; PTU VAR 52 ; PTU VAR 53 ; PTU VAR 54 ; PTU VAR 55 ; PTU VAR 56 ; PTU VAR 57 ; PTU VAR 58 ; PTU VAR 59 ; PTU VAR 60 ; PTU VAR 61 ; PTU VAR 62 ; PTU VAR 63 ; PTU VAR 64 ; PTU VAR 65 ; PTU VAR 66 ; PTU VAR 67 ; PTU VAR 68 ; PTU VAR 69 ; PTU VAR 70 ; PTU VAR 71 ; PTU VAR 72 ; PTU VAR 73 ; PTU VAR 74 ; PTU VAR 75 ; PTU VAR 76 ; PTU VAR 77 ; PTU VAR 78 ; PTU VAR 79 ; PTU VAR 80 
;;Distance To Station                     ;Actual Acceleration                     ;Command Acceleration                    ;Actual Speed                            ;Command Speed                           ;Tractive Effort Request                 ;Reference Velocity                      ;SSP - Warning Speed                     ;Station Target Speed                    ;TCMS Out Trc Brk Request                ;Command State                           ;Hold Train Command                      ;---;Debug 16                                ;Debug 15                                ;PI-Jerk Limit                           ;Debug 19                                ;Tail Footprint Packed                   ;Head Footprint Packed                   ;---;PI-Speed Error                          ;PI-Feed Forward Term                    ;PI-Proportional Term                    ;PI-Integral Term                        ;---;VATC Craddle Index                      ;Controlling ATC                         ;Actual Location Confirmed               ;Operating Mode                          ;Next Operating Mode                     ;Loss Of Comm With RATO                  ;Loss Of Comm With RATP                  ;Forward TL -ATP1                        ;Reverse TL -ATP1                        ;Reason For Emer Braking                 ;Manual Movement Authority               ;Driverless Movement Authority           ;Sleep Mode State                        ;TCMS In Train Weight                    ;Train Operator Mode Selection           ;Monitor Motion Mode                     ;Reason For Emer Braking                 ;Override Tractive Effort Request        ;TCMS Out Trc Brk Request                ;Tractive Effort Request                 ;Hold In Station                         ;Command Direction                       ;Propulsion_Enabled-TL -ATP1             ;Propulsion Disabled                     ;Traction Enable TL -ATP1                ;Head Footprint-Segment ID               ;PI-Speed Error                          ;Operating Mode                          ;Position Error Forward                  ;Position Error Reverse                  ;Distance To Front CP                    ;Distance To Station                     ;Distance To Station MET                 ;Distance At Station                     ;Occupied Berths                         ;---;Debug 9                                 ;Debug 11                                ;RATO Database: PM Cruise Speed          ;RATO Database: PM Decel Rate            ;Emergency_Brake_TL_Status -ATP1         ;Loss Of Comm With RATO                  ;Loss Of Comm With RATP                  ;PI- Test Password                       ;PI- Power Prop -Startup                 ;PI- Power Int -Startup                  ;PI- Brake Prop -Station                 ;PI- Brake Int -Station                  ;Calib Tachs Completed Level             ;PI- Power Prop                          ;PI- Power Int                           ;PI- Brake Prop                          ;PI- Brake Int                           ;PI- Brake Feed Fwd                      ;PI- Power Feed Fwd                      
1;26 Feb 2018 00:55:23:0397;461.9;0.157;0;28.15;28.55;621;28.58;28.58;34.18;34;SPEED_MAINT;FALSO;;0;0;781;0;10230432;10220494.5;;0.41;-160;1822;-1041;;VATC_A;VERDADERO;VERDADERO;UTO_MODE;UTO_MODE;FALSO;FALSO;FALSO;VERDADERO;BRAKES_OK;VERDADERO;VERDADERO;ON;179.04;NO REQ;PERMT_MOVEMT;BRAKES_OK;0;34;621;FALSO;SYS_REVERSE;FALSO;FALSO;VERDADERO;22;0.41;UTO_MODE;11.7;11.7;4282.2;461.9;140.8;0;0x0;;0;0;100;100;VERDADERO;FALSO;FALSO;15236;4500;0;6500;30;LEVEL_2;4500;0;7000;40;7500;8000
2;26 Feb 2018 00:55:23:0477;458.1;-0.209;0;27.99;28.55;1328;28.58;28.58;34.05;74;SPEED_MAINT;FALSO;;0;0;781;0;10230428.3;10220490.6;;0.56;-160;2529;-1041;;VATC_A;VERDADERO;VERDADERO;UTO_MODE;UTO_MODE;FALSO;FALSO;FALSO;VERDADERO;BRAKES_OK;VERDADERO;VERDADERO;ON;179.04;NO REQ;PERMT_MOVEMT;BRAKES_OK;0;74;1328;FALSO;SYS_REVERSE;FALSO;FALSO;VERDADERO;22;0.56;UTO_MODE;11.8;11.8;4278.3;458.1;139.7;0;0x0;;0;0;100;100;VERDADERO;FALSO;FALSO;15236;4500;0;6500;30;LEVEL_2;4500;0;7000;40;7500;8000
3;26 Feb 2018 00:55:23:0527;458.1;-0.209;0;27.99;28.55;1328;28.58;28.58;34.05;74;SPEED_MAINT;FALSO;;0;0;781;0;10230428.3;10220490.6;;0.56;-160;2529;-1041;;VATC_A;VERDADERO;VERDADERO;UTO_MODE;UTO_MODE;FALSO;FALSO;FALSO;VERDADERO;BRAKES_OK;VERDADERO;VERDADERO;ON;179.04;NO REQ;PERMT_MOVEMT;BRAKES_OK;0;74;1328;FALSO;SYS_REVERSE;FALSO;FALSO;VERDADERO;22;0.56;UTO_MODE;11.8;11.8;4278.3;458.1;139.7;0;0x0;;0;0;100;100;VERDADERO;FALSO;FALSO;15236;4500;0;6500;30;LEVEL_2;4500;0;7000;40;7500;8000
4;26 Feb 2018 00:55:23:0577;454.2;0.157;0;28.07;28.55;972;28.58;28.58;33.9;54;SPEED_MAINT;FALSO;;0;0;781;0;10230424.6;10220486.5;;0.48;-160;2173;-1041;;VATC_A;VERDADERO;VERDADERO;UTO_MODE;UTO_MODE;FALSO;FALSO;FALSO;VERDADERO;BRAKES_OK;VERDADERO;VERDADERO;ON;179.04;NO REQ;PERMT_MOVEMT;BRAKES_OK;0;54;972;FALSO;SYS_REVERSE;FALSO;FALSO;VERDADERO;22;0.48;UTO_MODE;11.9;11.9;4274.2;454.2;138.5;0;0x0;;0;0;100;100;VERDADERO;FALSO;FALSO;15236;4500;0;6500;30;LEVEL_2;4500;0;7000;40;7500;8000
5;26 Feb 2018 00:55:23:0628;454.2;0.157;0;28.07;28.55;972;28.58;28.58;33.9;54;SPEED_MAINT;FALSO;;0;0;781;0;10230424.6;10220486.5;;0.48;-160;2173;-1041;;VATC_A;VERDADERO;VERDADERO;UTO_MODE;UTO_MODE;FALSO;FALSO;FALSO;VERDADERO;BRAKES_OK;VERDADERO;VERDADERO;ON;179.04;NO REQ;PERMT_MOVEMT;BRAKES_OK;0;54;972;FALSO;SYS_REVERSE;FALSO;FALSO;VERDADERO;22;0.48;UTO_MODE;11.9;11.9;4274.2;454.2;138.5;0;0x0;;0;0;100;100;VERDADERO;FALSO;FALSO;15236;4500;0;6500;30;LEVEL_2;4500;0;7000;40;7500;8000
6;26 Feb 2018 00:55:23:0678;450.4;-0.261;0;27.99;28.55;1328;28.58;28.58;33.75;74;SPEED_MAINT;FALSO;;0;0;781;0;10230420.8;10220482.5;;0.56;-160;2529;-1041;;VATC_A;VERDADERO;VERDADERO;UTO_MODE;UTO_MODE;FALSO;FALSO;FALSO;VERDADERO;BRAKES_OK;VERDADERO;VERDADERO;ON;179.04;NO REQ;PERMT_MOVEMT;BRAKES_OK;0;74;1328;FALSO;SYS_REVERSE;FALSO;FALSO;VERDADERO;22;0.56;UTO_MODE;12;12;4270.2;450.4;137.3;0;0x0;;0;0;100;100;VERDADERO;FALSO;FALSO;15236;4500;0;6500;30;LEVEL_2;4500;0;7000;40;7500;8000
7;26 Feb 2018 00:55:23:0768;445.2;0.262;0;28.11;28.55;797;28.58;28.58;33.55;44;SPEED_MAINT;FALSO;;0;0;781;0;10230415.8;10220477.3;;0.44;-160;1998;-1041;;VATC_A;VERDADERO;VERDADERO;UTO_MODE;UTO_MODE;FALSO;FALSO;FALSO;VERDADERO;BRAKES_OK;VERDADERO;VERDADERO;ON;179.04;NO REQ;PERMT_MOVEMT;BRAKES_OK;0;44;797;FALSO;SYS_REVERSE;FALSO;FALSO;VERDADERO;22;0.44;UTO_MODE;12.2;12.2;4265;445.2;135.7;0;0x0;;0;0;100;100;VERDADERO;FALSO;FALSO;15236;4500;0;6500;30;LEVEL_2;4500;0;7000;40;7500;8000
8;26 Feb 2018 00:55:23:0818;445.2;0.262;0;28.11;28.55;797;28.58;28.58;33.55;44;SPEED_MAINT;FALSO;;0;0;781;0;10230415.8;10220477.3;;0.44;-160;1998;-1041;;VATC_A;VERDADERO;VERDADERO;UTO_MODE;UTO_MODE;FALSO;FALSO;FALSO;VERDADERO;BRAKES_OK;VERDADERO;VERDADERO;ON;179.04;NO REQ;PERMT_MOVEMT;BRAKES_OK;0;44;797;FALSO;SYS_REVERSE;FALSO;FALSO;VERDADERO;22;0.44;UTO_MODE;12.2;12.2;4265;445.2;135.7;0;0x0;;0;0;100;100;VERDADERO;FALSO;FALSO;15236;4500;0;6500;30;LEVEL_2;4500;0;7000;40;7500;8000
9;26 Feb 2018 00:55:23:0868;442.7;-0.001;0;28.11;28.55;797;28.58;28.58;33.46;44;SPEED_MAINT;FALSO;;0;0;781;0;10230413.3;10220474.6;;0.44;-160;1998;-1041;;VATC_A;VERDADERO;VERDADERO;UTO_MODE;UTO_MODE;FALSO;FALSO;FALSO;VERDADERO;BRAKES_OK;VERDADERO;VERDADERO;ON;179.04;NO REQ;PERMT_MOVEMT;BRAKES_OK;0;44;797;FALSO;SYS_REVERSE;FALSO;FALSO;VERDADERO;22;0.44;UTO_MODE;12.2;12.2;4262.3;442.7;135;0;0x0;;0;0;100;100;VERDADERO;FALSO;FALSO;15236;4500;0;6500;30;LEVEL_2;4500;0;7000;40;7500;8000
10;26 Feb 2018 00:55:23:0938;438.8;-0.053;0;27.99;28.55;1328;28.58;28.58;33.3;74;SPEED_MAINT;FALSO;;0;0;781;0;10230409.6;10220470.7;;0.56;-160;2529;-1041;;VATC_A;VERDADERO;VERDADERO;UTO_MODE;UTO_MODE;FALSO;FALSO;FALSO;VERDADERO;BRAKES_OK;VERDADERO;VERDADERO;ON;179.04;NO REQ;PERMT_MOVEMT;BRAKES_OK;0;74;1328;FALSO;SYS_REVERSE;FALSO;FALSO;VERDADERO;22;0.56;UTO_MODE;12.4;12.4;4258.4;438.8;133.8;0;0x0;;0;0;100;100;VERDADERO;FALSO;FALSO;15236;4500;0;6500;30;LEVEL_2;4500;0;7000;40;7500;8000
11;26 Feb 2018 00:55:23:0988;438.8;-0.053;0;27.99;28.55;1328;28.58;28.58;33.3;74;SPEED_MAINT;FALSO;;0;0;781;0;10230409.6;10220470.7;;0.56;-160;2529;-1041;;VATC_A;VERDADERO;VERDADERO;UTO_MODE;UTO_MODE;FALSO;FALSO;FALSO;VERDADERO;BRAKES_OK;VERDADERO;VERDADERO;ON;179.04;NO REQ;PERMT_MOVEMT;BRAKES_OK;0;74;1328;FALSO;SYS_REVERSE;FALSO;FALSO;VERDADERO;22;0.56;UTO_MODE;12.4;12.4;4258.4;438.8;133.8;0;0x0;;0;0;100;100;VERDADERO;FALSO;FALSO;15236;4500;0;6500;30;LEVEL_2;4500;0;7000;40;7500;8000
12;26 Feb 2018 00:55:24:0048;435;0;0;28.07;28.55;972;28.58;28.58;33.15;54;SPEED_MAINT;FALSO;;0;0;781;0;10230405.8;10220466.7;;0.48;-160;2173;-1041;;VATC_A;VERDADERO;VERDADERO;UTO_MODE;UTO_MODE;FALSO;FALSO;FALSO;VERDADERO;BRAKES_OK;VERDADERO;VERDADERO;ON;179.04;NO REQ;PERMT_MOVEMT;BRAKES_OK;0;54;972;FALSO;SYS_REVERSE;FALSO;FALSO;VERDADERO;22;0.48;UTO_MODE;12.5;12.5;4254.4;435;132.6;0;0x0;;0;0;100;100;VERDADERO;FALSO;FALSO;15236;4500;0;6500;30;LEVEL_2;4500;0;7000;40;7500;8000
13;26 Feb 2018 00:55:24:0138;431.1;-0.209;0;27.91;28.55;1683;28.58;28.58;33.01;94;SPEED_MAINT;FALSO;;0;0;781;0;10230402.2;10220462.7;;0.64;-160;2884;-1041;;VATC_A;VERDADERO;VERDADERO;UTO_MODE;UTO_MODE;FALSO;FALSO;FALSO;VERDADERO;BRAKES_OK;VERDADERO;VERDADERO;ON;179.04;NO REQ;PERMT_MOVEMT;BRAKES_OK;0;94;1683;FALSO;SYS_REVERSE;FALSO;FALSO;VERDADERO;22;0.64;UTO_MODE;12.6;12.6;4250.4;431.1;131.4;0;0x0;;0;0;100;100;VERDADERO;FALSO;FALSO;15236;4500;0;6500;30;LEVEL_2;4500;0;7000;40;7500;8000
14;26 Feb 2018 00:55:24:0218;427.2;0.21;0;28.15;28.55;701;28.58;28.58;32.85;39;SPEED_MAINT;FALSO;;0;0;781;0;10230398.4;10220458.7;;0.41;-80;1822;-1041;;VATC_A;VERDADERO;VERDADERO;UTO_MODE;UTO_MODE;FALSO;FALSO;FALSO;VERDADERO;BRAKES_OK;VERDADERO;VERDADERO;ON;179.04;NO REQ;PERMT_MOVEMT;BRAKES_OK;0;39;701;FALSO;SYS_REVERSE;FALSO;FALSO;VERDADERO;22;0.41;UTO_MODE;12.7;12.7;4246.4;427.2;130.2;0;0x0;;0;0;100;100;VERDADERO;FALSO;FALSO;15236;4500;0;6500;30;LEVEL_2;4500;0;7000;40;7500;8000
15;26 Feb 2018 00:55:24:0268;427.2;0.21;0;28.15;28.55;701;28.58;28.58;32.85;39;SPEED_MAINT;FALSO;;0;0;781;0;10230398.4;10220458.7;;0.41;-80;1822;-1041;;VATC_A;VERDADERO;VERDADERO;UTO_MODE;UTO_MODE;FALSO;FALSO;FALSO;VERDADERO;BRAKES_OK;VERDADERO;VERDADERO;ON;179.04;NO REQ;PERMT_MOVEMT;BRAKES_OK;0;39;701;FALSO;SYS_REVERSE;FALSO;FALSO;VERDADERO;22;0.41;UTO_MODE;12.7;12.7;4246.4;427.2;130.2;0;0x0;;0;0;100;100;VERDADERO;FALSO;FALSO;15236;4500;0;6500;30;LEVEL_2;4500;0;7000;40;7500;8000
16;26 Feb 2018 00:55:24:0319;423.4;-0.262;0;27.87;28.55;1939;28.58;28.58;32.69;108;SPEED_MAINT;FALSO;;0;0;781;0;10230394.7;10220454.8;;0.68;-80;3060;-1041;;VATC_A;VERDADERO;VERDADERO;UTO_MODE;UTO_MODE;FALSO;FALSO;FALSO;VERDADERO;BRAKES_OK;VERDADERO;VERDADERO;ON;179.04;NO REQ;PERMT_MOVEMT;BRAKES_OK;0;108;1939;FALSO;SYS_REVERSE;FALSO;FALSO;VERDADERO;22;0.68;UTO_MODE;12.8;12.8;4242.5;423.4;129.1;0;0x0;;0;0;100;100;VERDADERO;FALSO;FALSO;15236;4500;0;6500;30;LEVEL_2;4500;0;7000;40;7500;8000
17;26 Feb 2018 00:55:24:0399;419.5;0.157;0;28.07;28.55;1052;28.58;28.58;32.53;58;SPEED_MAINT;FALSO;;0;0;781;0;10230390.9;10220450.8;;0.48;-80;2173;-1041;;VATC_A;VERDADERO;VERDADERO;UTO_MODE;UTO_MODE;FALSO;FALSO;FALSO;VERDADERO;BRAKES_OK;VERDADERO;VERDADERO;ON;179.04;NO REQ;PERMT_MOVEMT;BRAKES_OK;0;58;1052;FALSO;SYS_REVERSE;FALSO;FALSO;VERDADERO;22;0.48;UTO_MODE;12.9;12.9;4238.5;419.5;127.9;0;0x0;;0;0;100;100;VERDADERO;FALSO;FALSO;15236;4500;0;6500;30;LEVEL_2;4500;0;7000;40;7500;8000
18;26 Feb 2018 00:55:24:0449;419.5;0.157;0;28.07;28.55;1052;28.58;28.58;32.53;58;SPEED_MAINT;FALSO;;0;0;781;0;10230390.9;10220450.8;;0.48;-80;2173;-1041;;VATC_A;VERDADERO;VERDADERO;UTO_MODE;UTO_MODE;FALSO;FALSO;FALSO;VERDADERO;BRAKES_OK;VERDADERO;VERDADERO;ON;179.04;NO REQ;PERMT_MOVEMT;BRAKES_OK;0;58;1052;FALSO;SYS_REVERSE;FALSO;FALSO;VERDADERO;22;0.48;UTO_MODE;12.9;12.9;4238.5;419.5;127.9;0;0x0;;0;0;100;100;VERDADERO;FALSO;FALSO;15236;4500;0;6500;30;LEVEL_2;4500;0;7000;40;7500;8000
19;26 Feb 2018 00:55:24:0499;415.7;-0.209;0;28.03;28.55;1228;28.58;28.58;32.39;68;SPEED_MAINT;FALSO;;0;0;781;0;10230387.2;10220446.9;;0.52;-80;2349;-1041;;VATC_A;VERDADERO;VERDADERO;UTO_MODE;UTO_MODE;FALSO;FALSO;FALSO;VERDADERO;BRAKES_OK;VERDADERO;VERDADERO;ON;179.04;NO REQ;PERMT_MOVEMT;BRAKES_OK;0;68;1228;FALSO;SYS_REVERSE;FALSO;FALSO;VERDADERO;22;0.52;UTO_MODE;13.1;13.1;4234.6;415.7;126.7;0;0x0;;0;0;100;100;VERDADERO;FALSO;FALSO;15236;4500;0;6500;30;LEVEL_2;4500;0;7000;40;7500;8000
20;26 Feb 2018 00:55:24:0579;413.1;-0.209;0;27.91;28.55;1759;28.58;28.58;32.29;98;SPEED_MAINT;FALSO;;0;0;781;0;10230384.7;10220444.2;;0.64;-80;2880;-1041;;VATC_A;VERDADERO;VERDADERO;UTO_MODE;UTO_MODE;FALSO;FALSO;FALSO;VERDADERO;BRAKES_OK;VERDADERO;VERDADERO;ON;179.04;NO REQ;PERMT_MOVEMT;BRAKES_OK;0;98;1759;FALSO;SYS_REVERSE;FALSO;FALSO;VERDADERO;22;0.64;UTO_MODE;13.1;13.1;4231.9;413.1;125.9;0;0x0;;0;0;100;100;VERDADERO;FALSO;FALSO;15236;4500;0;6500;30;LEVEL_2;4500;0;7000;40;7500;8000
21;26 Feb 2018 00:55:24:0629;413.1;-0.209;0;27.91;28.55;1759;28.58;28.58;32.29;98;SPEED_MAINT;FALSO;;0;0;781;0;10230384.7;10220444.2;;0.64;-80;2880;-1041;;VATC_A;VERDADERO;VERDADERO;UTO_MODE;UTO_MODE;FALSO;FALSO;FALSO;VERDADERO;BRAKES_OK;VERDADERO;VERDADERO;ON;179.04;NO REQ;PERMT_MOVEMT;BRAKES_OK;0;98;1759;FALSO;SYS_REVERSE;FALSO;FALSO;VERDADERO;22;0.64;UTO_MODE;13.1;13.1;4231.9;413.1;125.9;0;0x0;;0;0;100;100;VERDADERO;FALSO;FALSO;15236;4500;0;6500;30;LEVEL_2;4500;0;7000;40;7500;8000
22;26 Feb 2018 00:55:24:0679;409.3;0.052;0;28.07;28.55;1052;28.58;28.58;32.13;58;SPEED_MAINT;FALSO;;0;0;781;0;10230381;10220440.3;;0.48;-80;2173;-1041;;VATC_A;VERDADERO;VERDADERO;UTO_MODE;UTO_MODE;FALSO;FALSO;FALSO;VERDADERO;BRAKES_OK;VERDADERO;VERDADERO;ON;179.04;NO REQ;PERMT_MOVEMT;BRAKES_OK;0;58;1052;FALSO;SYS_REVERSE;FALSO;FALSO;VERDADERO;22;0.48;UTO_MODE;13.2;13.2;4228;409.3;124.8;0;0x0;;0;0;100;100;VERDADERO;FALSO;FALSO;15236;4500;0;6500;30;LEVEL_2;4500;0;7000;40;7500;8000
23;26 Feb 2018 00:55:24:0729;409.3;0.052;0;28.07;28.55;1052;28.58;28.58;32.13;58;SPEED_MAINT;FALSO;;0;0;781;0;10230381;10220440.3;;0.48;-80;2173;-1041;;VATC_A;VERDADERO;VERDADERO;UTO_MODE;UTO_MODE;FALSO;FALSO;FALSO;VERDADERO;BRAKES_OK;VERDADERO;VERDADERO;ON;179.04;NO REQ;PERMT_MOVEMT;BRAKES_OK;0;58;1052;FALSO;SYS_REVERSE;FALSO;FALSO;VERDADERO;22;0.48;UTO_MODE;13.2;13.2;4228;409.3;124.8;0;0x0;;0;0;100;100;VERDADERO;FALSO;FALSO;15236;4500;0;6500;30;LEVEL_2;4500;0;7000;40;7500;8000
24;26 Feb 2018 00:55:24:0779;404.2;-0.052;0;27.87;28.55;1939;28.58;28.58;31.93;108;SPEED_MAINT;FALSO;;0;0;781;0;10230376;10220434.9;;0.68;-80;3060;-1041;;VATC_A;VERDADERO;VERDADERO;UTO_MODE;UTO_MODE;FALSO;FALSO;FALSO;VERDADERO;BRAKES_OK;VERDADERO;VERDADERO;ON;179.04;NO REQ;PERMT_MOVEMT;BRAKES_OK;0;108;1939;FALSO;SYS_REVERSE;FALSO;FALSO;VERDADERO;22;0.68;UTO_MODE;13.4;13.4;4222.6;404.2;123.2;0;0x0;;0;0;100;100;VERDADERO;FALSO;FALSO;15236;4500;0;6500;30;LEVEL_2;4500;0;7000;40;7500;8000
25;26 Feb 2018 00:55:24:0859;401.6;0.262;0;28.07;28.55;1052;28.58;28.58;31.83;58;SPEED_MAINT;FALSO;;0;0;781;0;10230373.5;10220432.4;;0.48;-80;2173;-1041;;VATC_A;VERDADERO;VERDADERO;UTO_MODE;UTO_MODE;FALSO;FALSO;FALSO;VERDADERO;BRAKES_OK;VERDADERO;VERDADERO;ON;179.04;NO REQ;PERMT_MOVEMT;BRAKES_OK;0;58;1052;FALSO;SYS_REVERSE;FALSO;FALSO;VERDADERO;22;0.48;UTO_MODE;13.5;13.5;4220.1;401.6;122.4;0;0x0;;0;0;100;100;VERDADERO;FALSO;FALSO;15236;4500;0;6500;30;LEVEL_2;4500;0;7000;40;7500;8000
26;26 Feb 2018 00:55:24:0909;401.6;0.262;0;28.07;28.55;1052;28.58;28.58;31.83;58;SPEED_MAINT;FALSO;;0;0;781;0;10230373.5;10220432.4;;0.48;-80;2173;-1041;;VATC_A;VERDADERO;VERDADERO;UTO_MODE;UTO_MODE;FALSO;FALSO;FALSO;VERDADERO;BRAKES_OK;VERDADERO;VERDADERO;ON;179.04;NO REQ;PERMT_MOVEMT;BRAKES_OK;0;58;1052;FALSO;SYS_REVERSE;FALSO;FALSO;VERDADERO;22;0.48;UTO_MODE;13.5;13.5;4220.1;401.6;122.4;0;0x0;;0;0;100;100;VERDADERO;FALSO;FALSO;15236;4500;0;6500;30;LEVEL_2;4500;0;7000;40;7500;8000
27;26 Feb 2018 00:55:24:0969;397.8;-0.418;0;27.87;28.55;1939;28.58;28.58;31.67;108;SPEED_MAINT;FALSO;;0;0;781;0;10230369.8;10220428.3;;0.68;-80;3060;-1041;;VATC_A;VERDADERO;VERDADERO;UTO_MODE;UTO_MODE;FALSO;FALSO;FALSO;VERDADERO;BRAKES_OK;VERDADERO;VERDADERO;ON;179.04;NO REQ;PERMT_MOVEMT;BRAKES_OK;0;108;1939;FALSO;SYS_REVERSE;FALSO;FALSO;VERDADERO;22;0.68;UTO_MODE;13.6;13.6;4216;397.8;121.3;0;0x0;;0;0;100;100;VERDADERO;FALSO;FALSO;15236;4500;0;6500;30;LEVEL_2;4500;0;7000;40;7500;8000
28;26 Feb 2018 00:55:25:0050;392.6;0.209;0;28.03;28.55;1228;28.58;28.58;31.46;68;SPEED_MAINT;FALSO;;0;0;781;0;10230364.8;10220423.1;;0.52;-80;2349;-1041;;VATC_A;VERDADERO;VERDADERO;UTO_MODE;UTO_MODE;FALSO;FALSO;FALSO;VERDADERO;BRAKES_OK;VERDADERO;VERDADERO;ON;179.04;NO REQ;PERMT_MOVEMT;BRAKES_OK;0;68;1228;FALSO;SYS_REVERSE;FALSO;FALSO;VERDADERO;22;0.52;UTO_MODE;13.7;13.7;4210.8;392.6;119.7;0;0x0;;0;0;100;100;VERDADERO;FALSO;FALSO;15236;4500;0;6500;30;LEVEL_2;4500;0;7000;40;7500;8000
29;26 Feb 2018 00:55:25:0100;392.6;0.209;0;28.03;28.55;1228;28.58;28.58;31.46;68;SPEED_MAINT;FALSO;;0;0;781;0;10230364.8;10220423.1;;0.52;-80;2349;-1041;;VATC_A;VERDADERO;VERDADERO;UTO_MODE;UTO_MODE;FALSO;FALSO;FALSO;VERDADERO;BRAKES_OK;VERDADERO;VERDADERO;ON;179.04;NO REQ;PERMT_MOVEMT;BRAKES_OK;0;68;1228;FALSO;SYS_REVERSE;FALSO;FALSO;VERDADERO;22;0.52;UTO_MODE;13.7;13.7;4210.8;392.6;119.7;0;0x0;;0;0;100;100;VERDADERO;FALSO;FALSO;15236;4500;0;6500;30;LEVEL_2;4500;0;7000;40;7500;8000
30;26 Feb 2018 00:55:25:0150;390.1;-0.21;0;27.95;28.55;1583;28.58;28.58;31.36;88;SPEED_MAINT;FALSO;;0;0;781;0;10230362.3;10220420.4;;0.6;-80;2704;-1041;;VATC_A;VERDADERO;VERDADERO;UTO_MODE;UTO_MODE;FALSO;FALSO;FALSO;VERDADERO;BRAKES_OK;VERDADERO;VERDADERO;ON;179.04;NO REQ;PERMT_MOVEMT;BRAKES_OK;0;88;1583;FALSO;SYS_REVERSE;FALSO;FALSO;VERDADERO;22;0.6;UTO_MODE;13.8;13.8;4208.1;390.1;118.9;0;0x0;;0;0;100;100;VERDADERO;FALSO;FALSO;15236;4500;0;6500;30;LEVEL_2;4500;0;7000;40;7500;8000
31;26 Feb 2018 00:55:25:0240;386.2;-0.001;0;27.95;28.55;1583;28.58;28.58;31.19;88;SPEED_MAINT;FALSO;;0;0;781;0;10230358.6;10220416.5;;0.6;-80;2704;-1041;;VATC_A;VERDADERO;VERDADERO;UTO_MODE;UTO_MODE;FALSO;FALSO;FALSO;VERDADERO;BRAKES_OK;VERDADERO;VERDADERO;ON;179.04;NO REQ;PERMT_MOVEMT;BRAKES_OK;0;88;1583;FALSO;SYS_REVERSE;FALSO;FALSO;VERDADERO;22;0.6;UTO_MODE;13.9;13.9;4204.2;386.2;117.7;0;0x0;;0;0;100;100;VERDADERO;FALSO;FALSO;15236;4500;0;6500;30;LEVEL_2;4500;0;7000;40;7500;8000
32;26 Feb 2018 00:55:25:0330;382.4;0.052;0;28.07;28.55;1052;28.58;28.58;31.03;58;SPEED_MAINT;FALSO;;0;0;781;0;10230354.8;10220412.5;;0.48;-80;2173;-1041;;VATC_A;VERDADERO;VERDADERO;UTO_MODE;UTO_MODE;FALSO;FALSO;FALSO;VERDADERO;BRAKES_OK;VERDADERO;VERDADERO;ON;179.04;NO REQ;PERMT_MOVEMT;BRAKES_OK;0;58;1052;FALSO;SYS_REVERSE;FALSO;FALSO;VERDADERO;22;0.48;UTO_MODE;14.1;14.1;4200.2;382.4;116.6;0;0x0;;0;0;100;100;VERDADERO;FALSO;FALSO;15236;4500;0;6500;30;LEVEL_2;4500;0;7000;40;7500;8000
33;26 Feb 2018 00:55:25:0380;382.4;0.052;0;28.07;28.55;1052;28.58;28.58;31.03;58;SPEED_MAINT;FALSO;;0;0;781;0;10230354.8;10220412.5;;0.48;-80;2173;-1041;;VATC_A;VERDADERO;VERDADERO;UTO_MODE;UTO_MODE;FALSO;FALSO;FALSO;VERDADERO;BRAKES_OK;VERDADERO;VERDADERO;ON;179.04;NO REQ;PERMT_MOVEMT;BRAKES_OK;0;58;1052;FALSO;SYS_REVERSE;FALSO;FALSO;VERDADERO;22;0.48;UTO_MODE;14.1;14.1;4200.2;382.4;116.6;0;0x0;;0;0;100;100;VERDADERO;FALSO;FALSO;15236;4500;0;6500;30;LEVEL_2;4500;0;7000;40;7500;8000
